PeakID (cmd=annotatePeaks.pl classification/results/raw_results/human_shared_from_mouse.bed /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/hg38.fa -gff3 /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/gencode.v47.annotation.gff3.gz)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
26602	chr3	189233168	189233784	+	0	NA	NA	NA	NA	NA								
22042	chr2	232633302	232634232	+	0	NA	NA	NA	NA	NA								
229	chr1	11261798	11262971	+	0	NA	NA	NA	NA	NA								
15382	chr17	4986526	4988617	+	0	NA	NA	NA	NA	NA								
25809	chr3	127786155	127786694	+	0	NA	NA	NA	NA	NA								
18072	chr19	5719834	5720299	+	0	NA	NA	NA	NA	NA								
32517	chr7	15561684	15562656	+	0	NA	NA	NA	NA	NA								
17717	chr18	49813063	49814659	+	0	NA	NA	NA	NA	NA								
7031	chr11	63023375	63024379	+	0	NA	NA	NA	NA	NA								
31947	chr6	132713649	132714154	+	0	NA	NA	NA	NA	NA								
28095	chr4	152535688	152536759	+	0	NA	NA	NA	NA	NA								
19804	chr2	38601956	38603734	+	0	NA	NA	NA	NA	NA								
3115	chr1	180154932	180155419	+	0	NA	NA	NA	NA	NA								
8787	chr12	40107601	40107864	+	0	NA	NA	NA	NA	NA								
1508	chr1	56831958	56832182	+	0	NA	NA	NA	NA	NA								
21504	chr2	200776827	200777685	+	0	NA	NA	NA	NA	NA								
4099	chr1	244863991	244864922	+	0	NA	NA	NA	NA	NA								
1837	chr1	91021301	91022619	+	0	NA	NA	NA	NA	NA								
28578	chr5	36151114	36152253	+	0	NA	NA	NA	NA	NA								
21788	chr2	218671473	218672398	+	0	NA	NA	NA	NA	NA								
26971	chr4	24419265	24419751	+	0	NA	NA	NA	NA	NA								
23745	chr22	30390965	30392210	+	0	NA	NA	NA	NA	NA								
11918	chr14	64764646	64765308	+	0	NA	NA	NA	NA	NA								
36722	chr9	122930948	122932133	+	0	NA	NA	NA	NA	NA								
2234	chr1	113758864	113760136	+	0	NA	NA	NA	NA	NA								
37748	chrX	107825445	107826941	+	0	NA	NA	NA	NA	NA								
12548	chr14	100305429	100307325	+	0	NA	NA	NA	NA	NA								
36762	chr9	124852723	124853812	+	0	NA	NA	NA	NA	NA								
19396	chr2	10042277	10043734	+	0	NA	NA	NA	NA	NA								
25107	chr3	57556213	57557563	+	0	NA	NA	NA	NA	NA								
16507	chr17	54967902	54969296	+	0	NA	NA	NA	NA	NA								
14883	chr16	68072263	68072562	+	0	NA	NA	NA	NA	NA								
35710	chr9	18213141	18213617	+	0	NA	NA	NA	NA	NA								
20643	chr2	101386573	101387643	+	0	NA	NA	NA	NA	NA								
33977	chr7	151626407	151627019	+	0	NA	NA	NA	NA	NA								
5977	chr10	128078398	128078951	+	0	NA	NA	NA	NA	NA								
37736	chrX	107118094	107118978	+	0	NA	NA	NA	NA	NA								
12536	chr14	99644884	99645578	+	0	NA	NA	NA	NA	NA								
6764	chr11	47847855	47848905	+	0	NA	NA	NA	NA	NA								
31132	chr6	43516398	43517392	+	0	NA	NA	NA	NA	NA								
19671	chr2	27582480	27583176	+	0	NA	NA	NA	NA	NA								
2619	chr1	155172773	155173522	+	0	NA	NA	NA	NA	NA								
19014	chr19	45863925	45864584	+	0	NA	NA	NA	NA	NA								
26403	chr3	174859032	174860156	+	0	NA	NA	NA	NA	NA								
25398	chr3	94004374	94004646	+	0	NA	NA	NA	NA	NA								
1559	chr1	61183279	61184482	+	0	NA	NA	NA	NA	NA								
13865	chr15	96327264	96327508	+	0	NA	NA	NA	NA	NA								
9941	chr12	105107320	105108355	+	0	NA	NA	NA	NA	NA								
655	chr1	26959690	26960927	+	0	NA	NA	NA	NA	NA								
16435	chr17	50345675	50347144	+	0	NA	NA	NA	NA	NA								
13825	chr15	92831417	92832245	+	0	NA	NA	NA	NA	NA								
30247	chr5	176536525	176538280	+	0	NA	NA	NA	NA	NA								
13313	chr15	65286205	65287357	+	0	NA	NA	NA	NA	NA								
545	chr1	24141620	24143539	+	0	NA	NA	NA	NA	NA								
3147	chr1	181112070	181112906	+	0	NA	NA	NA	NA	NA								
5356	chr10	97759092	97759963	+	0	NA	NA	NA	NA	NA								
5352	chr10	97713375	97714918	+	0	NA	NA	NA	NA	NA								
37858	chrX	124406719	124406975	+	0	NA	NA	NA	NA	NA								
19902	chr2	43837916	43839858	+	0	NA	NA	NA	NA	NA								
30835	chr6	33621072	33621941	+	0	NA	NA	NA	NA	NA								
22270	chr20	3846636	3847348	+	0	NA	NA	NA	NA	NA								
4129	chr1	248857629	248858409	+	0	NA	NA	NA	NA	NA								
4567	chr10	45672549	45673025	+	0	NA	NA	NA	NA	NA								
28585	chr5	36241136	36242966	+	0	NA	NA	NA	NA	NA								
21775	chr2	218400433	218401274	+	0	NA	NA	NA	NA	NA								
25019	chr3	52769964	52771481	+	0	NA	NA	NA	NA	NA								
18240	chr19	10835476	10836551	+	0	NA	NA	NA	NA	NA								
11792	chr14	58426645	58427263	+	0	NA	NA	NA	NA	NA								
20442	chr2	85511179	85511792	+	0	NA	NA	NA	NA	NA								
10218	chr12	120902610	120904972	+	0	NA	NA	NA	NA	NA								
17196	chr17	81722218	81723155	+	0	NA	NA	NA	NA	NA								
23855	chr22	35992618	35993636	+	0	NA	NA	NA	NA	NA								
14430	chr16	30571093	30572337	+	0	NA	NA	NA	NA	NA								
12271	chr14	76918684	76920396	+	0	NA	NA	NA	NA	NA								
9771	chr12	95173242	95174538	+	0	NA	NA	NA	NA	NA								
6393	chr11	18633556	18634694	+	0	NA	NA	NA	NA	NA								
18959	chr19	45093090	45094008	+	0	NA	NA	NA	NA	NA								
2287	chr1	116483132	116485631	+	0	NA	NA	NA	NA	NA								
32145	chr6	147203021	147204901	+	0	NA	NA	NA	NA	NA								
24431	chr3	23916410	23917819	+	0	NA	NA	NA	NA	NA								
5747	chr10	113853652	113856299	+	0	NA	NA	NA	NA	NA								
1884	chr1	93613822	93614771	+	0	NA	NA	NA	NA	NA								
8734	chr12	27940808	27941095	+	0	NA	NA	NA	NA	NA								
21355	chr2	186589437	186590847	+	0	NA	NA	NA	NA	NA								
28241	chr4	173257815	173258070	+	0	NA	NA	NA	NA	NA								
32239	chr6	154614480	154615075	+	0	NA	NA	NA	NA	NA								
28969	chr5	72847934	72849399	+	0	NA	NA	NA	NA	NA								
162	chr1	9239753	9240203	+	0	NA	NA	NA	NA	NA								
24894	chr3	50336655	50338017	+	0	NA	NA	NA	NA	NA								
18732	chr19	38851504	38852214	+	0	NA	NA	NA	NA	NA								
28929	chr5	68287714	68288691	+	0	NA	NA	NA	NA	NA								
879	chr1	33255376	33257073	+	0	NA	NA	NA	NA	NA								
9650	chr12	89261874	89262848	+	0	NA	NA	NA	NA	NA								
5935	chr10	124355046	124355268	+	0	NA	NA	NA	NA	NA								
29670	chr5	138212204	138213639	+	0	NA	NA	NA	NA	NA								
24718	chr3	47227449	47228149	+	0	NA	NA	NA	NA	NA								
32244	chr6	154732706	154734423	+	0	NA	NA	NA	NA	NA								
11325	chr14	23468706	23469877	+	0	NA	NA	NA	NA	NA								
4444	chr10	29734896	29736302	+	0	NA	NA	NA	NA	NA								
24306	chr3	12175805	12176555	+	0	NA	NA	NA	NA	NA								
14988	chr16	71593852	71594610	+	0	NA	NA	NA	NA	NA								
11365	chr14	24160527	24161794	+	0	NA	NA	NA	NA	NA								
33500	chr7	113118056	113118950	+	0	NA	NA	NA	NA	NA								
11813	chr14	59254304	59254991	+	0	NA	NA	NA	NA	NA								
23086	chr20	57560489	57561941	+	0	NA	NA	NA	NA	NA								
6629	chr11	44569063	44569650	+	0	NA	NA	NA	NA	NA								
4823	chr10	72228725	72230168	+	0	NA	NA	NA	NA	NA								
29513	chr5	131634434	131635683	+	0	NA	NA	NA	NA	NA								
14972	chr16	70771077	70772689	+	0	NA	NA	NA	NA	NA								
28267	chr4	176791700	176793214	+	0	NA	NA	NA	NA	NA								
30250	chr5	176548819	176549760	+	0	NA	NA	NA	NA	NA								
17669	chr18	48540702	48541568	+	0	NA	NA	NA	NA	NA								
24995	chr3	52289276	52290920	+	0	NA	NA	NA	NA	NA								
28227	chr4	169619494	169621262	+	0	NA	NA	NA	NA	NA								
17629	chr18	46097505	46098422	+	0	NA	NA	NA	NA	NA								
17810	chr18	59057121	59057681	+	0	NA	NA	NA	NA	NA								
35119	chr8	109586017	109586745	+	0	NA	NA	NA	NA	NA								
11538	chr14	37874492	37874926	+	0	NA	NA	NA	NA	NA								
23230	chr21	25606929	25608605	+	0	NA	NA	NA	NA	NA								
2133	chr1	109983868	109985458	+	0	NA	NA	NA	NA	NA								
29838	chr5	141879017	141879463	+	0	NA	NA	NA	NA	NA								
19726	chr2	31333573	31334079	+	0	NA	NA	NA	NA	NA								
15848	chr17	29572681	29573216	+	0	NA	NA	NA	NA	NA								
36392	chr9	98998855	98999220	+	0	NA	NA	NA	NA	NA								
7863	chr11	114154505	114155048	+	0	NA	NA	NA	NA	NA								
19766	chr2	36965629	36967142	+	0	NA	NA	NA	NA	NA								
6570	chr11	34915528	34917081	+	0	NA	NA	NA	NA	NA								
21032	chr2	158010333	158010640	+	0	NA	NA	NA	NA	NA								
27659	chr4	99950443	99950865	+	0	NA	NA	NA	NA	NA								
18257	chr19	11239604	11239966	+	0	NA	NA	NA	NA	NA								
3609	chr1	207848266	207848587	+	0	NA	NA	NA	NA	NA								
26990	chr4	25842939	25843903	+	0	NA	NA	NA	NA	NA								
14601	chr16	51982613	51983047	+	0	NA	NA	NA	NA	NA								
5470	chr10	101213669	101213954	+	0	NA	NA	NA	NA	NA								
34751	chr8	70667844	70669513	+	0	NA	NA	NA	NA	NA								
35817	chr9	33000769	33001997	+	0	NA	NA	NA	NA	NA								
22509	chr20	23349876	23351371	+	0	NA	NA	NA	NA	NA								
29756	chr5	140107113	140108420	+	0	NA	NA	NA	NA	NA								
13576	chr15	77496787	77497630	+	0	NA	NA	NA	NA	NA								
9868	chr12	101280047	101280898	+	0	NA	NA	NA	NA	NA								
32937	chr7	73682823	73683975	+	0	NA	NA	NA	NA	NA								
7311	chr11	67248618	67249133	+	0	NA	NA	NA	NA	NA								
24600	chr3	38459145	38460075	+	0	NA	NA	NA	NA	NA								
30221	chr5	173283674	173284132	+	0	NA	NA	NA	NA	NA								
16991	chr17	75525394	75526339	+	0	NA	NA	NA	NA	NA								
18598	chr19	33796169	33797573	+	0	NA	NA	NA	NA	NA								
2839	chr1	162213310	162214001	+	0	NA	NA	NA	NA	NA								
14339	chr16	28491557	28492127	+	0	NA	NA	NA	NA	NA								
23742	chr22	30386663	30387900	+	0	NA	NA	NA	NA	NA								
30261	chr5	177113659	177114121	+	0	NA	NA	NA	NA	NA								
26216	chr3	156826262	156827040	+	0	NA	NA	NA	NA	NA								
17426	chr18	22169075	22170372	+	0	NA	NA	NA	NA	NA								
30934	chr6	36623402	36623624	+	0	NA	NA	NA	NA	NA								
7169	chr11	65416117	65417102	+	0	NA	NA	NA	NA	NA								
7527	chr11	75734358	75735133	+	0	NA	NA	NA	NA	NA								
17466	chr18	24271151	24272818	+	0	NA	NA	NA	NA	NA								
967	chr1	36463525	36464627	+	0	NA	NA	NA	NA	NA								
33186	chr7	96075492	96076425	+	0	NA	NA	NA	NA	NA								
29376	chr5	115296128	115297045	+	0	NA	NA	NA	NA	NA								
36725	chr9	122940318	122942116	+	0	NA	NA	NA	NA	NA								
23954	chr22	38793682	38794593	+	0	NA	NA	NA	NA	NA								
1645	chr1	67552073	67552860	+	0	NA	NA	NA	NA	NA								
34371	chr8	28493641	28494880	+	0	NA	NA	NA	NA	NA								
35404	chr8	133449356	133449969	+	0	NA	NA	NA	NA	NA								
36765	chr9	124861517	124862361	+	0	NA	NA	NA	NA	NA								
33279	chr7	100465960	100466368	+	0	NA	NA	NA	NA	NA								
3085	chr1	178724272	178726702	+	0	NA	NA	NA	NA	NA								
27456	chr4	77818160	77820683	+	0	NA	NA	NA	NA	NA								
26605	chr3	190120046	190121388	+	0	NA	NA	NA	NA	NA								
22045	chr2	232696938	232698273	+	0	NA	NA	NA	NA	NA								
2646	chr1	156052933	156054468	+	0	NA	NA	NA	NA	NA								
18075	chr19	5903530	5905155	+	0	NA	NA	NA	NA	NA								
13964	chr16	137306	138860	+	0	NA	NA	NA	NA	NA								
8691	chr12	23949079	23950123	+	0	NA	NA	NA	NA	NA								
14344	chr16	28822524	28823368	+	0	NA	NA	NA	NA	NA								
34720	chr8	67063899	67065258	+	0	NA	NA	NA	NA	NA								
28092	chr4	152385619	152385908	+	0	NA	NA	NA	NA	NA								
13924	chr15	100918968	100919805	+	0	NA	NA	NA	NA	NA								
2383	chr1	149899435	149900393	+	0	NA	NA	NA	NA	NA								
16633	chr17	59154236	59155294	+	0	NA	NA	NA	NA	NA								
2642	chr1	155933620	155934944	+	0	NA	NA	NA	NA	NA								
1721	chr1	81802634	81803562	+	0	NA	NA	NA	NA	NA								
34760	chr8	73293829	73295849	+	0	NA	NA	NA	NA	NA								
15385	chr17	4986526	4988617	+	0	NA	NA	NA	NA	NA								
30949	chr6	37169620	37170935	+	0	NA	NA	NA	NA	NA								
6297	chr11	14422194	14422796	+	0	NA	NA	NA	NA	NA								
27811	chr4	119041762	119042438	+	0	NA	NA	NA	NA	NA								
13231	chr15	62390878	62391510	+	0	NA	NA	NA	NA	NA								
30832	chr6	28349812	28350696	+	0	NA	NA	NA	NA	NA								
19905	chr2	43877740	43878226	+	0	NA	NA	NA	NA	NA								
31961	chr6	134052082	134052781	+	0	NA	NA	NA	NA	NA								
12290	chr14	77097650	77098485	+	0	NA	NA	NA	NA	NA								
31921	chr6	131551985	131553052	+	0	NA	NA	NA	NA	NA								
30680	chr6	16128257	16129969	+	0	NA	NA	NA	NA	NA								
31234	chr6	46491039	46491777	+	0	NA	NA	NA	NA	NA								
14059	chr16	2213792	2215446	+	0	NA	NA	NA	NA	NA								
23852	chr22	35538740	35538997	+	0	NA	NA	NA	NA	NA								
27001	chr4	26583760	26584616	+	0	NA	NA	NA	NA	NA								
15943	chr17	34980241	34981434	+	0	NA	NA	NA	NA	NA								
27176	chr4	47705256	47705791	+	0	NA	NA	NA	NA	NA								
28582	chr5	36180241	36181073	+	0	NA	NA	NA	NA	NA								
21772	chr2	218395944	218396705	+	0	NA	NA	NA	NA	NA								
29933	chr5	146944833	146946052	+	0	NA	NA	NA	NA	NA								
20445	chr2	85538481	85540089	+	0	NA	NA	NA	NA	NA								
11795	chr14	58427319	58428026	+	0	NA	NA	NA	NA	NA								
27289	chr4	57163612	57164368	+	0	NA	NA	NA	NA	NA								
18687	chr19	36115148	36115721	+	0	NA	NA	NA	NA	NA								
2557	chr1	154220302	154221734	+	0	NA	NA	NA	NA	NA								
15378	chr17	4966845	4968790	+	0	NA	NA	NA	NA	NA								
6351	chr11	17012951	17015108	+	0	NA	NA	NA	NA	NA								
1617	chr1	65419708	65421226	+	0	NA	NA	NA	NA	NA								
29691	chr5	138504006	138505688	+	0	NA	NA	NA	NA	NA								
34696	chr8	66428161	66429541	+	0	NA	NA	NA	NA	NA								
31135	chr6	43575243	43576530	+	0	NA	NA	NA	NA	NA								
18088	chr19	6372440	6373899	+	0	NA	NA	NA	NA	NA								
3074	chr1	178536674	178537786	+	0	NA	NA	NA	NA	NA								
9825	chr12	98503818	98504639	+	0	NA	NA	NA	NA	NA								
13862	chr15	96162240	96162749	+	0	NA	NA	NA	NA	NA								
24069	chr22	44023878	44024855	+	0	NA	NA	NA	NA	NA								
24029	chr22	41799908	41801340	+	0	NA	NA	NA	NA	NA								
16432	chr17	50200356	50200978	+	0	NA	NA	NA	NA	NA								
31249	chr6	47309232	47310201	+	0	NA	NA	NA	NA	NA								
13822	chr15	92807905	92810272	+	0	NA	NA	NA	NA	NA								
2105	chr1	109508535	109509962	+	0	NA	NA	NA	NA	NA								
36906	chr9	128559009	128559313	+	0	NA	NA	NA	NA	NA								
3658	chr1	209802174	209802496	+	0	NA	NA	NA	NA	NA								
19690	chr2	28566560	28567077	+	0	NA	NA	NA	NA	NA								
31950	chr6	132813678	132815110	+	0	NA	NA	NA	NA	NA								
15758	chr17	28356951	28357929	+	0	NA	NA	NA	NA	NA								
14874	chr16	67967551	67968981	+	0	NA	NA	NA	NA	NA								
18735	chr19	38899373	38900238	+	0	NA	NA	NA	NA	NA								
28703	chr5	45696101	45696589	+	0	NA	NA	NA	NA	NA								
35608	chr9	4792349	4793733	+	0	NA	NA	NA	NA	NA								
11322	chr14	23468706	23469877	+	0	NA	NA	NA	NA	NA								
35007	chr8	100574046	100574305	+	0	NA	NA	NA	NA	NA								
11362	chr14	24146541	24148263	+	0	NA	NA	NA	NA	NA								
29846	chr5	141982874	141983113	+	0	NA	NA	NA	NA	NA								
34499	chr8	40152754	40154245	+	0	NA	NA	NA	NA	NA								
25768	chr3	125054578	125056271	+	0	NA	NA	NA	NA	NA								
1289	chr1	46197774	46198870	+	0	NA	NA	NA	NA	NA								
34841	chr8	81780563	81780795	+	0	NA	NA	NA	NA	NA								
11546	chr14	39174322	39175842	+	0	NA	NA	NA	NA	NA								
32142	chr6	146598655	146599284	+	0	NA	NA	NA	NA	NA								
25728	chr3	123201440	123202802	+	0	NA	NA	NA	NA	NA								
12916	chr15	43105427	43106860	+	0	NA	NA	NA	NA	NA								
15836	chr17	29369874	29370255	+	0	NA	NA	NA	NA	NA								
1106	chr1	40979038	40980480	+	0	NA	NA	NA	NA	NA								
1102	chr1	40861287	40862626	+	0	NA	NA	NA	NA	NA								
22291	chr20	4822315	4823104	+	0	NA	NA	NA	NA	NA								
21352	chr2	186485703	186486590	+	0	NA	NA	NA	NA	NA								
17000	chr17	75720866	75722189	+	0	NA	NA	NA	NA	NA								
22786	chr20	38345515	38347086	+	0	NA	NA	NA	NA	NA								
628	chr1	26695222	26696468	+	0	NA	NA	NA	NA	NA								
10113	chr12	113912594	113912993	+	0	NA	NA	NA	NA	NA								
29856	chr5	142356945	142357507	+	0	NA	NA	NA	NA	NA								
25100	chr3	57227346	57228634	+	0	NA	NA	NA	NA	NA								
16500	chr17	51259996	51261349	+	0	NA	NA	NA	NA	NA								
11556	chr14	44803358	44803541	+	0	NA	NA	NA	NA	NA								
34851	chr8	85546927	85547420	+	0	NA	NA	NA	NA	NA								
35717	chr9	19028945	19029192	+	0	NA	NA	NA	NA	NA								
32152	chr6	148166239	148166668	+	0	NA	NA	NA	NA	NA								
37382	chrX	45186976	45187193	+	0	NA	NA	NA	NA	NA								
30072	chr5	154445092	154447342	+	0	NA	NA	NA	NA	NA								
28013	chr4	145097833	145098787	+	0	NA	NA	NA	NA	NA								
6580	chr11	35661997	35663355	+	0	NA	NA	NA	NA	NA								
21342	chr2	182865885	182866839	+	0	NA	NA	NA	NA	NA								
29411	chr5	119411971	119412364	+	0	NA	NA	NA	NA	NA								
332	chr1	16143414	16144147	+	0	NA	NA	NA	NA	NA								
5480	chr10	101569993	101570771	+	0	NA	NA	NA	NA	NA								
12999	chr15	48352511	48352794	+	0	NA	NA	NA	NA	NA								
34416	chr8	30657035	30658869	+	0	NA	NA	NA	NA	NA								
3422	chr1	203039367	203039670	+	0	NA	NA	NA	NA	NA								
2104	chr1	109508535	109509962	+	0	NA	NA	NA	NA	NA								
29738	chr5	139642707	139644038	+	0	NA	NA	NA	NA	NA								
32510	chr7	12715455	12716591	+	0	NA	NA	NA	NA	NA								
3426	chr1	203166526	203166968	+	0	NA	NA	NA	NA	NA								
17710	chr18	49629079	49629531	+	0	NA	NA	NA	NA	NA								
31940	chr6	132400833	132401745	+	0	NA	NA	NA	NA	NA								
15748	chr17	28041006	28041393	+	0	NA	NA	NA	NA	NA								
14505	chr16	31179275	31181397	+	0	NA	NA	NA	NA	NA								
19866	chr2	42567830	42569036	+	0	NA	NA	NA	NA	NA								
21526	chr2	201780436	201781277	+	0	NA	NA	NA	NA	NA								
21566	chr2	203649173	203650290	+	0	NA	NA	NA	NA	NA								
19826	chr2	39216429	39217418	+	0	NA	NA	NA	NA	NA								
32673	chr7	29228671	29229314	+	0	NA	NA	NA	NA	NA								
24533	chr3	33658533	33659821	+	0	NA	NA	NA	NA	NA								
27980	chr4	140523763	140524805	+	0	NA	NA	NA	NA	NA								
3037	chr1	174999303	175000819	+	0	NA	NA	NA	NA	NA								
3708	chr1	212285584	212285920	+	0	NA	NA	NA	NA	NA								
14034	chr16	1959041	1960166	+	0	NA	NA	NA	NA	NA								
29085	chr5	79513103	79515013	+	0	NA	NA	NA	NA	NA								
12303	chr14	77376254	77377469	+	0	NA	NA	NA	NA	NA								
2373	chr1	147642032	147642314	+	0	NA	NA	NA	NA	NA								
34860	chr8	86342049	86343399	+	0	NA	NA	NA	NA	NA								
4910	chr10	74825168	74827189	+	0	NA	NA	NA	NA	NA								
34820	chr8	80485293	80486177	+	0	NA	NA	NA	NA	NA								
27711	chr4	105145561	105147330	+	0	NA	NA	NA	NA	NA								
1060	chr1	39928819	39929427	+	0	NA	NA	NA	NA	NA								
34619	chr8	59045439	59045766	+	0	NA	NA	NA	NA	NA								
3075	chr1	178536674	178537786	+	0	NA	NA	NA	NA	NA								
10425	chr13	19781883	19783108	+	0	NA	NA	NA	NA	NA								
10465	chr13	24215033	24216087	+	0	NA	NA	NA	NA	NA								
17981	chr19	1863485	1864281	+	0	NA	NA	NA	NA	NA								
9824	chr12	98503818	98504639	+	0	NA	NA	NA	NA	NA								
9443	chr12	67068764	67070111	+	0	NA	NA	NA	NA	NA								
25923	chr3	134363875	134364631	+	0	NA	NA	NA	NA	NA								
25963	chr3	137013634	137014678	+	0	NA	NA	NA	NA	NA								
22335	chr20	8018917	8020001	+	0	NA	NA	NA	NA	NA								
31259	chr6	47631049	47631796	+	0	NA	NA	NA	NA	NA								
20188	chr2	64749989	64752153	+	0	NA	NA	NA	NA	NA								
15076	chr16	78505482	78505870	+	0	NA	NA	NA	NA	NA								
968	chr1	36486667	36487319	+	0	NA	NA	NA	NA	NA								
21974	chr2	229921876	229922319	+	0	NA	NA	NA	NA	NA								
34397	chr8	29349352	29351284	+	0	NA	NA	NA	NA	NA								
36313	chr9	94992026	94992475	+	0	NA	NA	NA	NA	NA								
18386	chr19	15418270	15419454	+	0	NA	NA	NA	NA	NA								
36865	chr9	128043159	128043876	+	0	NA	NA	NA	NA	NA								
15101	chr16	81006146	81007023	+	0	NA	NA	NA	NA	NA								
28908	chr5	67003808	67004928	+	0	NA	NA	NA	NA	NA								
33435	chr7	106659821	106661365	+	0	NA	NA	NA	NA	NA								
36825	chr9	127199010	127199502	+	0	NA	NA	NA	NA	NA								
26501	chr3	185282450	185283864	+	0	NA	NA	NA	NA	NA								
23842	chr22	33540028	33540699	+	0	NA	NA	NA	NA	NA								
14049	chr16	2039935	2040382	+	0	NA	NA	NA	NA	NA								
27438	chr4	76948601	76950353	+	0	NA	NA	NA	NA	NA								
5108	chr10	89632783	89633422	+	0	NA	NA	NA	NA	NA								
19410	chr2	11133037	11133202	+	0	NA	NA	NA	NA	NA								
15953	chr17	35118329	35120032	+	0	NA	NA	NA	NA	NA								
18514	chr19	19643102	19643990	+	0	NA	NA	NA	NA	NA								
16977	chr17	75289026	75289876	+	0	NA	NA	NA	NA	NA								
7448	chr11	73141465	73142922	+	0	NA	NA	NA	NA	NA								
20455	chr2	85611359	85612138	+	0	NA	NA	NA	NA	NA								
33507	chr7	114086132	114086789	+	0	NA	NA	NA	NA	NA								
20175	chr2	64453570	64455082	+	0	NA	NA	NA	NA	NA								
27446	chr4	77074654	77075836	+	0	NA	NA	NA	NA	NA								
4730	chr10	68331544	68333438	+	0	NA	NA	NA	NA	NA								
3084	chr1	178724272	178726702	+	0	NA	NA	NA	NA	NA								
10192	chr12	120356528	120356980	+	0	NA	NA	NA	NA	NA								
23939	chr22	38505478	38507075	+	0	NA	NA	NA	NA	NA								
13722	chr15	89088021	89089346	+	0	NA	NA	NA	NA	NA								
13762	chr15	90002041	90002339	+	0	NA	NA	NA	NA	NA								
22055	chr2	233387437	233388313	+	0	NA	NA	NA	NA	NA								
4322	chr10	17616615	17617980	+	0	NA	NA	NA	NA	NA								
29677	chr5	138331677	138332234	+	0	NA	NA	NA	NA	NA								
14354	chr16	28950650	28952036	+	0	NA	NA	NA	NA	NA								
34108	chr8	11284332	11285094	+	0	NA	NA	NA	NA	NA								
4326	chr10	17643450	17644823	+	0	NA	NA	NA	NA	NA								
31486	chr6	85642973	85644323	+	0	NA	NA	NA	NA	NA								
30959	chr6	37433037	37434033	+	0	NA	NA	NA	NA	NA								
5159	chr10	91632874	91633938	+	0	NA	NA	NA	NA	NA								
29078	chr5	79235576	79237797	+	0	NA	NA	NA	NA	NA								
20274	chr2	70248052	70248890	+	0	NA	NA	NA	NA	NA								
12025	chr14	68978035	68979989	+	0	NA	NA	NA	NA	NA								
12065	chr14	69879329	69879909	+	0	NA	NA	NA	NA	NA								
23752	chr22	30404178	30404344	+	0	NA	NA	NA	NA	NA								
6892	chr11	61332788	61333548	+	0	NA	NA	NA	NA	NA								
19572	chr2	25340859	25342827	+	0	NA	NA	NA	NA	NA								
442	chr1	20660996	20661718	+	0	NA	NA	NA	NA	NA								
11895	chr14	63852532	63854179	+	0	NA	NA	NA	NA	NA								
8440	chr12	6605940	6606968	+	0	NA	NA	NA	NA	NA								
6896	chr11	61347817	61348261	+	0	NA	NA	NA	NA	NA								
21872	chr2	219597431	219597931	+	0	NA	NA	NA	NA	NA								
29595	chr5	134225213	134226849	+	0	NA	NA	NA	NA	NA								
30732	chr6	19804644	19805360	+	0	NA	NA	NA	NA	NA								
26299	chr3	167734071	167735842	+	0	NA	NA	NA	NA	NA								
24364	chr3	15098369	15099468	+	0	NA	NA	NA	NA	NA								
1644	chr1	67535479	67536169	+	0	NA	NA	NA	NA	NA								
23944	chr22	38705274	38706477	+	0	NA	NA	NA	NA	NA								
24324	chr3	12966690	12968076	+	0	NA	NA	NA	NA	NA								
14437	chr16	30650492	30651839	+	0	NA	NA	NA	NA	NA								
27649	chr4	99403508	99403860	+	0	NA	NA	NA	NA	NA								
627	chr1	26695222	26696468	+	0	NA	NA	NA	NA	NA								
23372	chr21	35051308	35051836	+	0	NA	NA	NA	NA	NA								
18247	chr19	10960370	10961657	+	0	NA	NA	NA	NA	NA								
5853	chr10	119079957	119081439	+	0	NA	NA	NA	NA	NA								
13395	chr15	68306796	68307079	+	0	NA	NA	NA	NA	NA								
22886	chr20	44475651	44476667	+	0	NA	NA	NA	NA	NA								
34741	chr8	70401825	70404638	+	0	NA	NA	NA	NA	NA								
3759	chr1	214328826	214329380	+	0	NA	NA	NA	NA	NA								
1279	chr1	45686076	45687279	+	0	NA	NA	NA	NA	NA								
8056	chr11	119717983	119718656	+	0	NA	NA	NA	NA	NA								
25828	chr3	128649809	128650973	+	0	NA	NA	NA	NA	NA								
22277	chr20	3888816	3890289	+	0	NA	NA	NA	NA	NA								
29746	chr5	139767975	139768372	+	0	NA	NA	NA	NA	NA								
8052	chr11	119645006	119645540	+	0	NA	NA	NA	NA	NA								
31689	chr6	109318535	109319988	+	0	NA	NA	NA	NA	NA								
25868	chr3	132035028	132035234	+	0	NA	NA	NA	NA	NA								
15736	chr17	27293428	27294529	+	0	NA	NA	NA	NA	NA								
3213	chr1	184051367	184052272	+	0	NA	NA	NA	NA	NA								
30240	chr5	176415671	176417201	+	0	NA	NA	NA	NA	NA								
28803	chr5	57408662	57409234	+	0	NA	NA	NA	NA	NA								
9697	chr12	92070130	92070689	+	0	NA	NA	NA	NA	NA								
35196	chr8	119855237	119856417	+	0	NA	NA	NA	NA	NA								
