PeakID (cmd=annotatePeaks.pl classification/results/raw_results/human_mapped_from_mouse_enhancers.bed /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/hg38.fa -gff3 /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/gencode.v47.annotation.gff3.gz)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr2-319	chr2	21070303	21071660	+	21094100	NA	NA	NA	NA	NA								
chr2-322	chr2	21097234	21097852	+	21094100	NA	NA	NA	NA	NA								
chr2-325	chr2	21104004	21104650	+	21094100	NA	NA	NA	NA	NA								
chr2-318	chr2	21070303	21071660	+	21094100	NA	NA	NA	NA	NA								
chr2-320	chr2	21081895	21082446	+	21094100	NA	NA	NA	NA	NA								
chr1-560	chr1	21048772	21049196	+	21073638	NA	NA	NA	NA	NA								
chr9-325	chr9	21031373	21031862	+	21058770	NA	NA	NA	NA	NA								
chr22-95	chr22	21052254	21053309	+	21045945	NA	NA	NA	NA	NA								
chr14-11	chr14	21045119	21045374	+	21042315	NA	NA	NA	NA	NA								
chr14-9	chr14	21038614	21039523	+	21042315	NA	NA	NA	NA	NA								
chr14-7	chr14	21038614	21039523	+	21042315	NA	NA	NA	NA	NA								
chr14-8	chr14	21038614	21039523	+	21042315	NA	NA	NA	NA	NA								
chr14-10	chr14	21044745	21045019	+	21042315	NA	NA	NA	NA	NA								
chr2-307	chr2	21036266	21036965	+	21023495	NA	NA	NA	NA	NA								
chr2-312	chr2	21043629	21044307	+	21023495	NA	NA	NA	NA	NA								
chr2-310	chr2	21042999	21043519	+	21023495	NA	NA	NA	NA	NA								
chr2-313	chr2	21043629	21044307	+	21023495	NA	NA	NA	NA	NA								
chr2-309	chr2	21042999	21043519	+	21023495	NA	NA	NA	NA	NA								
chr2-311	chr2	21042999	21043519	+	21023495	NA	NA	NA	NA	NA								
chr2-308	chr2	21036266	21036965	+	21023495	NA	NA	NA	NA	NA								
chr8-278	chr8	21041161	21041688	+	21023275	NA	NA	NA	NA	NA								
chr11-488	chr11	20839080	20839817	+	21000880	NA	NA	NA	NA	NA								
chr11-489	chr11	20839080	20839817	+	21000880	NA	NA	NA	NA	NA								
chr9-324	chr9	20940950	20941394	+	20999508	NA	NA	NA	NA	NA								
chr2-305	chr2	20935216	20936129	+	20999312	NA	NA	NA	NA	NA								
chr2-306	chr2	20963054	20963263	+	20999312	NA	NA	NA	NA	NA								
chr2-304	chr2	20935216	20936129	+	20999312	NA	NA	NA	NA	NA								
chr6-551	chr6	20875499	20875689	+	20993473	NA	NA	NA	NA	NA								
chr22-94	chr22	20952790	20953123	+	20957091	NA	NA	NA	NA	NA								
chr22-93	chr22	20952736	20953127	+	20957091	NA	NA	NA	NA	NA								
chr13-23	chr13	20943630	20943791	+	20938563	NA	NA	NA	NA	NA								
chr13-21	chr13	20901900	20903351	+	20921663	NA	NA	NA	NA	NA								
chr13-18	chr13	20901900	20903351	+	20921663	NA	NA	NA	NA	NA								
chr13-20	chr13	20901900	20903351	+	20921663	NA	NA	NA	NA	NA								
chr13-22	chr13	20901900	20903351	+	20921663	NA	NA	NA	NA	NA								
chr13-19	chr13	20901900	20903351	+	20921663	NA	NA	NA	NA	NA								
chr16-287	chr16	20883663	20883994	+	20899867	NA	NA	NA	NA	NA								
chr2-302	chr2	20804837	20805627	+	20859770	NA	NA	NA	NA	NA								
chr2-297	chr2	20781528	20782262	+	20859770	NA	NA	NA	NA	NA								
chr2-300	chr2	20804837	20805627	+	20859770	NA	NA	NA	NA	NA								
chr2-303	chr2	20913572	20913928	+	20859770	NA	NA	NA	NA	NA								
chr2-299	chr2	20781528	20782262	+	20859770	NA	NA	NA	NA	NA								
chr2-301	chr2	20804837	20805627	+	20859770	NA	NA	NA	NA	NA								
chr2-298	chr2	20781528	20782262	+	20859770	NA	NA	NA	NA	NA								
chr16-285	chr16	20849885	20850205	+	20854924	NA	NA	NA	NA	NA								
chr16-286	chr16	20870407	20870782	+	20854924	NA	NA	NA	NA	NA								
chr20-353	chr20	20860240	20860473	+	20854120	NA	NA	NA	NA	NA								
chr20-352	chr20	20824252	20824756	+	20854120	NA	NA	NA	NA	NA								
chr20-351	chr20	20824252	20824756	+	20854120	NA	NA	NA	NA	NA								
chr7-223	chr7	20858950	20859429	+	20843626	NA	NA	NA	NA	NA								
chr10-215	chr10	20858442	20858593	+	20841374	NA	NA	NA	NA	NA								
chr1-559	chr1	20849097	20850017	+	20841240	NA	NA	NA	NA	NA								
chr1-557	chr1	20786322	20787819	+	20806291	NA	NA	NA	NA	NA								
chr1-556	chr1	20786322	20787819	+	20806291	NA	NA	NA	NA	NA								
chr1-558	chr1	20786322	20787819	+	20806291	NA	NA	NA	NA	NA								
chr7-221	chr7	20784861	20785997	+	20782278	NA	NA	NA	NA	NA								
chr7-218	chr7	20784861	20785997	+	20782278	NA	NA	NA	NA	NA								
chr7-220	chr7	20784861	20785997	+	20782278	NA	NA	NA	NA	NA								
chr7-222	chr7	20797758	20798558	+	20782278	NA	NA	NA	NA	NA								
chr7-219	chr7	20784861	20785997	+	20782278	NA	NA	NA	NA	NA								
chr16-284	chr16	20763304	20764328	+	20780192	NA	NA	NA	NA	NA								
chr16-283	chr16	20763304	20764328	+	20780192	NA	NA	NA	NA	NA								
chr13-16	chr13	20814422	20814927	+	20777328	NA	NA	NA	NA	NA								
chr13-17	chr13	20814422	20814927	+	20777328	NA	NA	NA	NA	NA								
chr22-87	chr22	20741934	20742363	+	20774112	NA	NA	NA	NA	NA								
chr22-91	chr22	20790751	20791223	+	20774112	NA	NA	NA	NA	NA								
chr22-90	chr22	20789960	20790279	+	20774112	NA	NA	NA	NA	NA								
chr22-92	chr22	20790751	20791223	+	20774112	NA	NA	NA	NA	NA								
chr22-88	chr22	20788905	20789261	+	20774112	NA	NA	NA	NA	NA								
chr22-89	chr22	20788905	20789261	+	20774112	NA	NA	NA	NA	NA								
chr6-546	chr6	20788355	20789057	+	20756102	NA	NA	NA	NA	NA								
chr6-550	chr6	20851257	20851522	+	20756102	NA	NA	NA	NA	NA								
chr6-547	chr6	20808678	20809263	+	20756102	NA	NA	NA	NA	NA								
chr6-545	chr6	20788355	20789057	+	20756102	NA	NA	NA	NA	NA								
chr6-548	chr6	20825746	20826714	+	20756102	NA	NA	NA	NA	NA								
chr6-549	chr6	20825746	20826714	+	20756102	NA	NA	NA	NA	NA								
chr20-348	chr20	20782283	20782975	+	20738432	NA	NA	NA	NA	NA								
chr20-349	chr20	20782283	20782975	+	20738432	NA	NA	NA	NA	NA								
chr20-350	chr20	20782283	20782975	+	20738432	NA	NA	NA	NA	NA								
chr6-544	chr6	20663983	20664500	+	20722327	NA	NA	NA	NA	NA								
chr20-344	chr20	20711872	20713175	+	20721186	NA	NA	NA	NA	NA								
chr20-343	chr20	20711872	20713175	+	20721186	NA	NA	NA	NA	NA								
chr20-345	chr20	20711872	20713175	+	20721186	NA	NA	NA	NA	NA								
chr20-347	chr20	20726694	20726924	+	20721186	NA	NA	NA	NA	NA								
chr20-346	chr20	20713301	20713553	+	20721186	NA	NA	NA	NA	NA								
chr20-342	chr20	20703417	20704251	+	20721186	NA	NA	NA	NA	NA								
chr20-341	chr20	20703417	20704251	+	20721186	NA	NA	NA	NA	NA								
chr22-86	chr22	20726258	20726787	+	20707690	NA	NA	NA	NA	NA								
chr16-282	chr16	20695076	20695397	+	20702815	NA	NA	NA	NA	NA								
chr4-214	chr4	20685244	20685468	+	20696281	NA	NA	NA	NA	NA								
chr4-216	chr4	20700120	20700740	+	20696281	NA	NA	NA	NA	NA								
chr4-215	chr4	20700120	20700740	+	20696281	NA	NA	NA	NA	NA								
chr12-414	chr12	20716416	20716882	+	20695331	NA	NA	NA	NA	NA								
chr12-413	chr12	20680811	20681303	+	20695331	NA	NA	NA	NA	NA								
chr12-415	chr12	20716416	20716882	+	20695331	NA	NA	NA	NA	NA								
chr12-410	chr12	20646305	20646559	+	20695331	NA	NA	NA	NA	NA								
chr12-412	chr12	20680811	20681303	+	20695331	NA	NA	NA	NA	NA								
chr12-411	chr12	20648647	20648834	+	20695331	NA	NA	NA	NA	NA								
chr14-5	chr14	20688454	20688878	+	20684586	NA	NA	NA	NA	NA								
chr14-6	chr14	20688454	20688878	+	20684586	NA	NA	NA	NA	NA								
chr2-295	chr2	20695899	20696879	+	20684013	NA	NA	NA	NA	NA								
chr2-296	chr2	20727905	20728490	+	20684013	NA	NA	NA	NA	NA								
chr2-293	chr2	20695899	20696879	+	20684013	NA	NA	NA	NA	NA								
chr2-294	chr2	20695899	20696879	+	20684013	NA	NA	NA	NA	NA								
chr11-486	chr11	20648155	20648281	+	20669550	NA	NA	NA	NA	NA								
chr11-487	chr11	20652830	20653378	+	20669550	NA	NA	NA	NA	NA								
chr2-292	chr2	20650335	20651379	+	20667143	NA	NA	NA	NA	NA								
chr2-291	chr2	20642440	20642745	+	20667143	NA	NA	NA	NA	NA								
chr1-554	chr1	20660996	20661718	+	20664013	NA	NA	NA	NA	NA								
chr1-555	chr1	20660996	20661718	+	20664013	NA	NA	NA	NA	NA								
chr20-333	chr20	20560473	20561195	+	20659709	NA	NA	NA	NA	NA								
chr20-334	chr20	20560473	20561195	+	20659709	NA	NA	NA	NA	NA								
chr20-335	chr20	20593493	20593936	+	20659709	NA	NA	NA	NA	NA								
chr20-338	chr20	20650281	20651137	+	20659709	NA	NA	NA	NA	NA								
chr20-336	chr20	20612187	20612766	+	20659709	NA	NA	NA	NA	NA								
chr20-340	chr20	20664791	20665311	+	20659709	NA	NA	NA	NA	NA								
chr20-337	chr20	20629267	20629787	+	20659709	NA	NA	NA	NA	NA								
chr20-339	chr20	20664791	20665311	+	20659709	NA	NA	NA	NA	NA								
chr9-323	chr9	20621659	20622904	+	20658308	NA	NA	NA	NA	NA								
chr9-320	chr9	20621659	20622904	+	20658308	NA	NA	NA	NA	NA								
chr9-322	chr9	20621659	20622904	+	20658308	NA	NA	NA	NA	NA								
chr9-321	chr9	20621659	20622904	+	20658308	NA	NA	NA	NA	NA								
chr1-553	chr1	20613641	20615234	+	20633457	NA	NA	NA	NA	NA								
chr1-552	chr1	20613641	20615234	+	20633457	NA	NA	NA	NA	NA								
chr1-550	chr1	20613641	20615234	+	20633457	NA	NA	NA	NA	NA								
chr1-551	chr1	20613641	20615234	+	20633457	NA	NA	NA	NA	NA								
chr2-290	chr2	20635727	20636290	+	20606279	NA	NA	NA	NA	NA								
chr2-289	chr2	20635727	20636290	+	20606279	NA	NA	NA	NA	NA								
chr2-288	chr2	20625788	20627290	+	20606279	NA	NA	NA	NA	NA								
chr2-287	chr2	20625788	20627290	+	20606279	NA	NA	NA	NA	NA								
chr2-286	chr2	20624074	20624562	+	20606279	NA	NA	NA	NA	NA								
chr11-485	chr11	20610141	20610466	+	20599593	NA	NA	NA	NA	NA								
chr1-549	chr1	20607762	20608403	+	20589085	NA	NA	NA	NA	NA								
chr22-85	chr22	20581509	20582152	+	20587495	NA	NA	NA	NA	NA								
chr2-285	chr2	20574560	20574804	+	20586247	NA	NA	NA	NA	NA								
chr7-216	chr7	20483930	20484296	+	20582071	NA	NA	NA	NA	NA								
chr7-217	chr7	20483930	20484296	+	20582071	NA	NA	NA	NA	NA								
chr13-14	chr13	20502897	20503287	+	20564707	NA	NA	NA	NA	NA								
chr13-15	chr13	20503336	20503697	+	20564707	NA	NA	NA	NA	NA								
chr12-409	chr12	20527279	20527685	+	20551589	NA	NA	NA	NA	NA								
chr12-408	chr12	20521062	20521267	+	20551589	NA	NA	NA	NA	NA								
chr6-542	chr6	20559973	20560225	+	20534456	NA	NA	NA	NA	NA								
chr6-543	chr6	20573742	20574035	+	20534456	NA	NA	NA	NA	NA								
chr2-281	chr2	20525157	20526110	+	20529466	NA	NA	NA	NA	NA								
chr2-282	chr2	20525157	20526110	+	20529466	NA	NA	NA	NA	NA								
chr2-283	chr2	20525157	20526110	+	20529466	NA	NA	NA	NA	NA								
chr2-284	chr2	20536412	20537222	+	20529466	NA	NA	NA	NA	NA								
chr4-213	chr4	20552080	20552589	+	20528274	NA	NA	NA	NA	NA								
chr1-547	chr1	20521555	20522619	+	20525988	NA	NA	NA	NA	NA								
chr1-548	chr1	20521555	20522619	+	20525988	NA	NA	NA	NA	NA								
chr9-318	chr9	20476934	20477173	+	20502264	NA	NA	NA	NA	NA								
chr9-319	chr9	20478878	20479133	+	20502264	NA	NA	NA	NA	NA								
chr2-280	chr2	20507313	20507706	+	20499570	NA	NA	NA	NA	NA								
chr2-279	chr2	20506293	20507033	+	20499570	NA	NA	NA	NA	NA								
chr2-278	chr2	20506293	20507033	+	20499570	NA	NA	NA	NA	NA								
chr1-544	chr1	20507421	20508402	+	20499447	NA	NA	NA	NA	NA								
chr1-543	chr1	20506067	20506324	+	20499447	NA	NA	NA	NA	NA								
chr1-546	chr1	20507421	20508402	+	20499447	NA	NA	NA	NA	NA								
chr1-542	chr1	20493674	20494293	+	20499447	NA	NA	NA	NA	NA								
chr1-545	chr1	20507421	20508402	+	20499447	NA	NA	NA	NA	NA								
chr22-84	chr22	20507529	20508056	+	20495912	NA	NA	NA	NA	NA								
chr14-4	chr14	20469121	20470068	+	20474788	NA	NA	NA	NA	NA								
chr14-3	chr14	20469121	20470068	+	20474788	NA	NA	NA	NA	NA								
chr6-540	chr6	20455122	20455777	+	20452368	NA	NA	NA	NA	NA								
chr6-539	chr6	20448864	20449301	+	20452368	NA	NA	NA	NA	NA								
chr6-538	chr6	20448864	20449301	+	20452368	NA	NA	NA	NA	NA								
chr6-541	chr6	20455122	20455777	+	20452368	NA	NA	NA	NA	NA								
chr12-406	chr12	20481610	20482611	+	20449654	NA	NA	NA	NA	NA								
chr12-407	chr12	20481610	20482611	+	20449654	NA	NA	NA	NA	NA								
chr12-405	chr12	20465937	20466320	+	20449654	NA	NA	NA	NA	NA								
chr2-277	chr2	20437511	20437789	+	20446570	NA	NA	NA	NA	NA								
chr14	chr14	20433873	20435317	+	20437700	NA	NA	NA	NA	NA								
chr14-2	chr14	20433873	20435317	+	20437700	NA	NA	NA	NA	NA								
chr13-13	chr13	20489266	20489522	+	20433777	NA	NA	NA	NA	NA								
chr6-535	chr6	20414111	20414483	+	20421582	NA	NA	NA	NA	NA								
chr6-537	chr6	20427025	20427342	+	20421582	NA	NA	NA	NA	NA								
chr6-536	chr6	20414111	20414483	+	20421582	NA	NA	NA	NA	NA								
chr9-317	chr9	20457890	20458580	+	20418320	NA	NA	NA	NA	NA								
chr1-539	chr1	20430306	20431011	+	20412303	NA	NA	NA	NA	NA								
chr1-540	chr1	20430306	20431011	+	20412303	NA	NA	NA	NA	NA								
chr1-541	chr1	20430306	20431011	+	20412303	NA	NA	NA	NA	NA								
chr16-280	chr16	20402629	20403018	+	20409533	NA	NA	NA	NA	NA								
chr16-281	chr16	20403610	20403963	+	20409533	NA	NA	NA	NA	NA								
chr20-325	chr20	20408456	20408662	+	20389529	NA	NA	NA	NA	NA								
chr20-328	chr20	20469617	20470104	+	20389529	NA	NA	NA	NA	NA								
chr20-324	chr20	20396189	20396547	+	20389529	NA	NA	NA	NA	NA								
chr20-329	chr20	20472774	20472995	+	20389529	NA	NA	NA	NA	NA								
chr20-332	chr20	20497435	20498875	+	20389529	NA	NA	NA	NA	NA								
chr20-331	chr20	20497435	20498875	+	20389529	NA	NA	NA	NA	NA								
chr20-330	chr20	20497435	20498875	+	20389529	NA	NA	NA	NA	NA								
chr20-326	chr20	20410698	20411047	+	20389529	NA	NA	NA	NA	NA								
chr20-327	chr20	20425873	20426160	+	20389529	NA	NA	NA	NA	NA								
chr2-275	chr2	20350171	20351296	+	20386385	NA	NA	NA	NA	NA								
chr2-272	chr2	20326235	20326487	+	20386385	NA	NA	NA	NA	NA								
chr2-276	chr2	20392822	20393131	+	20386385	NA	NA	NA	NA	NA								
chr2-273	chr2	20350171	20351296	+	20386385	NA	NA	NA	NA	NA								
chr2-274	chr2	20350171	20351296	+	20386385	NA	NA	NA	NA	NA								
chr16-279	chr16	20383220	20383784	+	20385956	NA	NA	NA	NA	NA								
chr12-404	chr12	20377053	20377291	+	20368536	NA	NA	NA	NA	NA								
chr20-323	chr20	20372941	20373684	+	20368103	NA	NA	NA	NA	NA								
chr20-322	chr20	20360429	20360699	+	20363690	NA	NA	NA	NA	NA								
chr11-484	chr11	20368540	20368751	+	20363684	NA	NA	NA	NA	NA								
chr16-278	chr16	20363828	20364928	+	20359174	NA	NA	NA	NA	NA								
chr8-277	chr8	20435439	20435900	+	20350209	NA	NA	NA	NA	NA								
chr8-276	chr8	20435439	20435900	+	20350209	NA	NA	NA	NA	NA								
chr9-316	chr9	20363959	20364202	+	20341668	NA	NA	NA	NA	NA								
chr9-315	chr9	20356370	20356645	+	20341668	NA	NA	NA	NA	NA								
chr16-277	chr16	20323879	20324296	+	20333050	NA	NA	NA	NA	NA								
chr9-312	chr9	20201030	20201498	+	20331445	NA	NA	NA	NA	NA								
chr9-314	chr9	20219229	20219880	+	20331445	NA	NA	NA	NA	NA								
chr9-313	chr9	20219229	20219880	+	20331445	NA	NA	NA	NA	NA								
chr6-534	chr6	20313685	20313977	+	20321460	NA	NA	NA	NA	NA								
chrX-98	chrX	20266485	20267834	+	20311837	NA	NA	NA	NA	NA								
chrX-101	chrX	20267925	20268570	+	20311837	NA	NA	NA	NA	NA								
chrX-100	chrX	20266485	20267834	+	20311837	NA	NA	NA	NA	NA								
chrX-102	chrX	20267925	20268570	+	20311837	NA	NA	NA	NA	NA								
chrX-97	chrX	20266485	20267834	+	20311837	NA	NA	NA	NA	NA								
chrX-104	chrX	20267925	20268570	+	20311837	NA	NA	NA	NA	NA								
chrX-99	chrX	20266485	20267834	+	20311837	NA	NA	NA	NA	NA								
chrX-103	chrX	20267925	20268570	+	20311837	NA	NA	NA	NA	NA								
chr16-276	chr16	20300192	20300804	+	20309573	NA	NA	NA	NA	NA								
chr16-275	chr16	20300192	20300804	+	20309573	NA	NA	NA	NA	NA								
chr8-275	chr8	20303550	20304357	+	20290173	NA	NA	NA	NA	NA								
chr6-533	chr6	20291593	20292117	+	20265719	NA	NA	NA	NA	NA								
chr22-82	chr22	20259981	20260915	+	20249133	NA	NA	NA	NA	NA								
chr22-83	chr22	20259981	20260915	+	20249133	NA	NA	NA	NA	NA								
chr22-81	chr22	20259157	20259795	+	20249133	NA	NA	NA	NA	NA								
chr2-267	chr2	20223360	20223804	+	20239891	NA	NA	NA	NA	NA								
chr2-270	chr2	20224460	20225583	+	20239891	NA	NA	NA	NA	NA								
chr2-269	chr2	20224460	20225583	+	20239891	NA	NA	NA	NA	NA								
chr2-271	chr2	20224460	20225583	+	20239891	NA	NA	NA	NA	NA								
chr2-268	chr2	20224460	20225583	+	20239891	NA	NA	NA	NA	NA								
chr22-80	chr22	20210803	20211382	+	20206379	NA	NA	NA	NA	NA								
chr22-78	chr22	20210803	20211382	+	20206379	NA	NA	NA	NA	NA								
chr22-79	chr22	20210803	20211382	+	20206379	NA	NA	NA	NA	NA								
chr2-262	chr2	20196285	20197126	+	20200796	NA	NA	NA	NA	NA								
chr2-265	chr2	20217734	20218042	+	20200796	NA	NA	NA	NA	NA								
chr2-266	chr2	20220087	20220345	+	20200796	NA	NA	NA	NA	NA								
chr2-263	chr2	20215074	20215665	+	20200796	NA	NA	NA	NA	NA								
chr2-264	chr2	20215074	20215665	+	20200796	NA	NA	NA	NA	NA								
chr2-261	chr2	20196285	20197126	+	20200796	NA	NA	NA	NA	NA								
chr8-274	chr8	20200737	20201061	+	20197380	NA	NA	NA	NA	NA								
chr13-12	chr13	20191490	20192107	+	20194411	NA	NA	NA	NA	NA								
chr13-11	chr13	20191490	20192107	+	20194411	NA	NA	NA	NA	NA								
chr13-10	chr13	20190329	20190760	+	20187462	NA	NA	NA	NA	NA								
chr13-9	chr13	20190329	20190760	+	20187462	NA	NA	NA	NA	NA								
chr1-538	chr1	20212347	20213192	+	20186095	NA	NA	NA	NA	NA								
chr1-534	chr1	20203412	20203629	+	20186095	NA	NA	NA	NA	NA								
chr1-535	chr1	20212347	20213192	+	20186095	NA	NA	NA	NA	NA								
chr1-537	chr1	20212347	20213192	+	20186095	NA	NA	NA	NA	NA								
chr1-536	chr1	20212347	20213192	+	20186095	NA	NA	NA	NA	NA								
chr17-409	chr17	20155584	20156564	+	20185081	NA	NA	NA	NA	NA								
chr17-407	chr17	20155584	20156564	+	20185081	NA	NA	NA	NA	NA								
chr17-410	chr17	20159772	20160029	+	20185081	NA	NA	NA	NA	NA								
chr17-408	chr17	20155584	20156564	+	20185081	NA	NA	NA	NA	NA								
chr13-8	chr13	20174930	20175364	+	20178977	NA	NA	NA	NA	NA								
chr13-7	chr13	20174930	20175364	+	20178977	NA	NA	NA	NA	NA								
chr13-5	chr13	20163394	20163733	+	20178977	NA	NA	NA	NA	NA								
chr13-6	chr13	20163415	20163709	+	20178977	NA	NA	NA	NA	NA								
chr2-257	chr2	20179210	20180556	+	20175804	NA	NA	NA	NA	NA								
chr2-256	chr2	20179210	20180556	+	20175804	NA	NA	NA	NA	NA								
chr2-260	chr2	20179210	20180556	+	20175804	NA	NA	NA	NA	NA								
chr2-259	chr2	20179210	20180556	+	20175804	NA	NA	NA	NA	NA								
chr2-258	chr2	20179210	20180556	+	20175804	NA	NA	NA	NA	NA								
chr3-378	chr3	20185305	20186600	+	20174243	NA	NA	NA	NA	NA								
chr3-379	chr3	20185305	20186600	+	20174243	NA	NA	NA	NA	NA								
chr3-380	chr3	20185305	20186600	+	20174243	NA	NA	NA	NA	NA								
chr1-533	chr1	20171414	20172461	+	20161252	NA	NA	NA	NA	NA								
chr2-252	chr2	20114392	20115073	+	20155617	NA	NA	NA	NA	NA								
chr2-255	chr2	20161912	20162674	+	20155617	NA	NA	NA	NA	NA								
chr2-250	chr2	20111535	20111852	+	20155617	NA	NA	NA	NA	NA								
chr2-253	chr2	20114392	20115073	+	20155617	NA	NA	NA	NA	NA								
chr2-254	chr2	20161912	20162674	+	20155617	NA	NA	NA	NA	NA								
chr2-251	chr2	20114392	20115073	+	20155617	NA	NA	NA	NA	NA								
chr3-374	chr3	20119539	20119835	+	20137564	NA	NA	NA	NA	NA								
chr3-373	chr3	20117049	20117461	+	20137564	NA	NA	NA	NA	NA								
chr3-376	chr3	20123705	20124782	+	20137564	NA	NA	NA	NA	NA								
chr3-372	chr3	20098683	20099652	+	20137564	NA	NA	NA	NA	NA								
chr3-377	chr3	20128342	20128759	+	20137564	NA	NA	NA	NA	NA								
chr3-375	chr3	20123705	20124782	+	20137564	NA	NA	NA	NA	NA								
chr3-371	chr3	20098683	20099652	+	20137564	NA	NA	NA	NA	NA								
chr1-531	chr1	20090418	20091144	+	20111938	NA	NA	NA	NA	NA								
chr1-532	chr1	20090418	20091144	+	20111938	NA	NA	NA	NA	NA								
chr20-321	chr20	20083878	20084101	+	20094400	NA	NA	NA	NA	NA								
chr13-4	chr13	20090312	20090621	+	20092631	NA	NA	NA	NA	NA								
chr8-272	chr8	19993980	19994541	+	20079113	NA	NA	NA	NA	NA								
chr8-273	chr8	20033110	20033699	+	20079113	NA	NA	NA	NA	NA								
chr2-248	chr2	20098035	20098561	+	20063855	NA	NA	NA	NA	NA								
chr2-249	chr2	20109546	20109847	+	20063855	NA	NA	NA	NA	NA								
chr11-483	chr11	20029165	20029556	+	20043766	NA	NA	NA	NA	NA								
chr11-479	chr11	20022648	20023503	+	20043766	NA	NA	NA	NA	NA								
chr11-477	chr11	20020712	20020995	+	20043766	NA	NA	NA	NA	NA								
chr11-482	chr11	20025274	20025527	+	20043766	NA	NA	NA	NA	NA								
chr11-478	chr11	20022648	20023503	+	20043766	NA	NA	NA	NA	NA								
chr11-481	chr11	20023947	20024542	+	20043766	NA	NA	NA	NA	NA								
chr11-480	chr11	20022648	20023503	+	20043766	NA	NA	NA	NA	NA								
chr6-531	chr6	20056471	20056698	+	20042454	NA	NA	NA	NA	NA								
chr6-532	chr6	20067669	20067859	+	20042454	NA	NA	NA	NA	NA								
chr3-366	chr3	20054422	20054995	+	20040445	NA	NA	NA	NA	NA								
chr3-370	chr3	20064798	20065562	+	20040445	NA	NA	NA	NA	NA								
chr3-367	chr3	20055128	20055478	+	20040445	NA	NA	NA	NA	NA								
chr3-368	chr3	20055128	20055478	+	20040445	NA	NA	NA	NA	NA								
chr3-369	chr3	20064798	20065562	+	20040445	NA	NA	NA	NA	NA								
chr22-77	chr22	20029592	20029972	+	20033138	NA	NA	NA	NA	NA								
chr2-246	chr2	20012288	20013105	+	20032649	NA	NA	NA	NA	NA								
chr2-247	chr2	20012288	20013105	+	20032649	NA	NA	NA	NA	NA								
chr16-274	chr16	20075564	20075798	+	20028238	NA	NA	NA	NA	NA								
chr20-316	chr20	19940894	19941338	+	20017309	NA	NA	NA	NA	NA								
chr20-317	chr20	19968792	19969457	+	20017309	NA	NA	NA	NA	NA								
chr20-319	chr20	19974924	19975653	+	20017309	NA	NA	NA	NA	NA								
chr20-318	chr20	19968792	19969457	+	20017309	NA	NA	NA	NA	NA								
chr20-320	chr20	20002514	20003103	+	20017309	NA	NA	NA	NA	NA								
chrX-95	chrX	20067074	20067492	+	20017087	NA	NA	NA	NA	NA								
chrX-96	chrX	20067074	20067492	+	20017087	NA	NA	NA	NA	NA								
chr22-68	chr22	19995810	19996538	+	20017013	NA	NA	NA	NA	NA								
chr22-69	chr22	19995810	19996538	+	20017013	NA	NA	NA	NA	NA								
chr22-71	chr22	20019735	20020019	+	20017013	NA	NA	NA	NA	NA								
chr22-76	chr22	20022456	20023094	+	20017013	NA	NA	NA	NA	NA								
chr22-70	chr22	19995810	19996538	+	20017013	NA	NA	NA	NA	NA								
chr22-72	chr22	20020862	20021307	+	20017013	NA	NA	NA	NA	NA								
chr22-75	chr22	20021430	20022097	+	20017013	NA	NA	NA	NA	NA								
chr22-74	chr22	20021430	20022097	+	20017013	NA	NA	NA	NA	NA								
chr22-73	chr22	20021430	20022097	+	20017013	NA	NA	NA	NA	NA								
chr17-406	chr17	19977249	19978715	+	20008050	NA	NA	NA	NA	NA								
chr17-405	chr17	19977249	19978715	+	20008050	NA	NA	NA	NA	NA								
chr17-403	chr17	19977249	19978715	+	20008050	NA	NA	NA	NA	NA								
chr17-404	chr17	19977249	19978715	+	20008050	NA	NA	NA	NA	NA								
chr2-245	chr2	19955898	19956155	+	19990208	NA	NA	NA	NA	NA								
chrX-93	chrX	19990720	19991430	+	19985057	NA	NA	NA	NA	NA								
chrX-94	chrX	19990720	19991430	+	19985057	NA	NA	NA	NA	NA								
chr11-469	chr11	19911696	19912480	+	19978698	NA	NA	NA	NA	NA								
chr11-461	chr11	19869632	19870039	+	19978698	NA	NA	NA	NA	NA								
