PeakID (cmd=annotatePeaks.pl classification/results/raw_results/human_promoters.bed /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/hg38.fa -gff3 /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/gencode.v47.annotation.gff3.gz)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr20-127	chr20	4869583	4870077	+	4868983	NA	NA	NA	NA	NA								
chr5-63	chr5	4868221	4868474	+	4866520	NA	NA	NA	NA	NA								
chr4-126	chr4	4859296	4860223	+	4859664	NA	NA	NA	NA	NA								
chr4-127	chr4	4859296	4860223	+	4859664	NA	NA	NA	NA	NA								
chr12-107	chr12	4857583	4858363	+	4857282	NA	NA	NA	NA	NA								
chr12-109	chr12	4858446	4858699	+	4857282	NA	NA	NA	NA	NA								
chr12-106	chr12	4855488	4855769	+	4857282	NA	NA	NA	NA	NA								
chr12-108	chr12	4857583	4858363	+	4857282	NA	NA	NA	NA	NA								
chr9-57	chr9	4849338	4849738	+	4850296	NA	NA	NA	NA	NA								
chr16-302	chr16	4846512	4848542	+	4846664	NA	NA	NA	NA	NA								
chr16-301	chr16	4846512	4848542	+	4846664	NA	NA	NA	NA	NA								
chr16-303	chr16	4846512	4848542	+	4846664	NA	NA	NA	NA	NA								
chr16-304	chr16	4846512	4848542	+	4846664	NA	NA	NA	NA	NA								
chr16-305	chr16	4846512	4848542	+	4846664	NA	NA	NA	NA	NA								
chr16-306	chr16	4846512	4848542	+	4846664	NA	NA	NA	NA	NA								
chr17-158	chr17	4832886	4833965	+	4833339	NA	NA	NA	NA	NA								
chr17-155	chr17	4832886	4833965	+	4833339	NA	NA	NA	NA	NA								
chr17-156	chr17	4832886	4833965	+	4833339	NA	NA	NA	NA	NA								
chr17-157	chr17	4832886	4833965	+	4833339	NA	NA	NA	NA	NA								
chr19-236	chr19	4815457	4816246	+	4815931	NA	NA	NA	NA	NA								
chr19-235	chr19	4815457	4816246	+	4815931	NA	NA	NA	NA	NA								
chr19-234	chr19	4811742	4811970	+	4812430	NA	NA	NA	NA	NA								
chr17-152	chr17	4806582	4807498	+	4807151	NA	NA	NA	NA	NA								
chr17-153	chr17	4806582	4807498	+	4807151	NA	NA	NA	NA	NA								
chr17-154	chr17	4808363	4808714	+	4807151	NA	NA	NA	NA	NA								
chr9-56	chr9	4803695	4804342	+	4803787	NA	NA	NA	NA	NA								
chr9-55	chr9	4803695	4804342	+	4803787	NA	NA	NA	NA	NA								
chr9-54	chr9	4801824	4802081	+	4803787	NA	NA	NA	NA	NA								
chr16-299	chr16	4802068	4803160	+	4803202	NA	NA	NA	NA	NA								
chr16-300	chr16	4802068	4803160	+	4803202	NA	NA	NA	NA	NA								
chr16-298	chr16	4802068	4803160	+	4803202	NA	NA	NA	NA	NA								
chr17-151	chr17	4795750	4796478	+	4796143	NA	NA	NA	NA	NA								
chr7-81	chr7	4792020	4792835	+	4792982	NA	NA	NA	NA	NA								
chr7-82	chr7	4792020	4792835	+	4792982	NA	NA	NA	NA	NA								
chr9-53	chr9	4792327	4793495	+	4792943	NA	NA	NA	NA	NA								
chr9-51	chr9	4792327	4793495	+	4792943	NA	NA	NA	NA	NA								
chr9-52	chr9	4792327	4793495	+	4792943	NA	NA	NA	NA	NA								
chr19-233	chr19	4791157	4791988	+	4791744	NA	NA	NA	NA	NA								
chr19-232	chr19	4791157	4791988	+	4791733	NA	NA	NA	NA	NA								
chr17-149	chr17	4789557	4790734	+	4788963	NA	NA	NA	NA	NA								
chr17-150	chr17	4789557	4790734	+	4788963	NA	NA	NA	NA	NA								
chr17-147	chr17	4789557	4790734	+	4788963	NA	NA	NA	NA	NA								
chr17-148	chr17	4789557	4790734	+	4788963	NA	NA	NA	NA	NA								
chr7-78	chr7	4774769	4776200	+	4775614	NA	NA	NA	NA	NA								
chr7-79	chr7	4774769	4776200	+	4775614	NA	NA	NA	NA	NA								
chr7-80	chr7	4774769	4776200	+	4775614	NA	NA	NA	NA	NA								
chr6-75	chr6	4775351	4776886	+	4774525	NA	NA	NA	NA	NA								
chr6-76	chr6	4775351	4776886	+	4774525	NA	NA	NA	NA	NA								
chr6-77	chr6	4775351	4776886	+	4774525	NA	NA	NA	NA	NA								
chr17-146	chr17	4771638	4772607	+	4771883	NA	NA	NA	NA	NA								
chr17-145	chr17	4771638	4772607	+	4771883	NA	NA	NA	NA	NA								
chr19-231	chr19	4769513	4769835	+	4769030	NA	NA	NA	NA	NA								
chr20-125	chr20	4760597	4761404	+	4761299	NA	NA	NA	NA	NA								
chr20-123	chr20	4760597	4761404	+	4761299	NA	NA	NA	NA	NA								
chr20-124	chr20	4760597	4761404	+	4761299	NA	NA	NA	NA	NA								
chr3-19	chr3	4752293	4752598	+	4750332	NA	NA	NA	NA	NA								
chr3-18	chr3	4748644	4749327	+	4749191	NA	NA	NA	NA	NA								
chr9-47	chr9	4740409	4742008	+	4741740	NA	NA	NA	NA	NA								
chr9-48	chr9	4740409	4742008	+	4741740	NA	NA	NA	NA	NA								
chr9-49	chr9	4740409	4742008	+	4741740	NA	NA	NA	NA	NA								
chr9-50	chr9	4740409	4742008	+	4741740	NA	NA	NA	NA	NA								
chr17-143	chr17	4739052	4740149	+	4739832	NA	NA	NA	NA	NA								
chr17-144	chr17	4739052	4740149	+	4739832	NA	NA	NA	NA	NA								
chr16-296	chr16	4734034	4735393	+	4734343	NA	NA	NA	NA	NA								
chr16-297	chr16	4734034	4735393	+	4734343	NA	NA	NA	NA	NA								
chr16-295	chr16	4734034	4735393	+	4734343	NA	NA	NA	NA	NA								
chr17-142	chr17	4731165	4732050	+	4731755	NA	NA	NA	NA	NA								
chr17-140	chr17	4731165	4732050	+	4731755	NA	NA	NA	NA	NA								
chr17-139	chr17	4731165	4732050	+	4731427	NA	NA	NA	NA	NA								
chr17-141	chr17	4731165	4732050	+	4731427	NA	NA	NA	NA	NA								
chr7-77	chr7	4724847	4726025	+	4725439	NA	NA	NA	NA	NA								
chr7-76	chr7	4724847	4726025	+	4725439	NA	NA	NA	NA	NA								
chr7-75	chr7	4724847	4726025	+	4725439	NA	NA	NA	NA	NA								
chr20-121	chr20	4720041	4721228	+	4721908	NA	NA	NA	NA	NA								
chr20-122	chr20	4720041	4721228	+	4721908	NA	NA	NA	NA	NA								
chr17-137	chr17	4709875	4710884	+	4710595	NA	NA	NA	NA	NA								
chr17-138	chr17	4709875	4710884	+	4710595	NA	NA	NA	NA	NA								
chr17-136	chr17	4703644	4704587	+	4704229	NA	NA	NA	NA	NA								
chr17-134	chr17	4703644	4704587	+	4704229	NA	NA	NA	NA	NA								
chr17-135	chr17	4703644	4704587	+	4704229	NA	NA	NA	NA	NA								
chr16-292	chr16	4692982	4694352	+	4693561	NA	NA	NA	NA	NA								
chr16-291	chr16	4692982	4694352	+	4693561	NA	NA	NA	NA	NA								
chr16-293	chr16	4692982	4694352	+	4693561	NA	NA	NA	NA	NA								
chr16-294	chr16	4692982	4694352	+	4693561	NA	NA	NA	NA	NA								
chr20-118	chr20	4686106	4687418	+	4686349	NA	NA	NA	NA	NA								
chr20-120	chr20	4686106	4687418	+	4686349	NA	NA	NA	NA	NA								
chr20-117	chr20	4686106	4687418	+	4686349	NA	NA	NA	NA	NA								
chr20-119	chr20	4686106	4687418	+	4686349	NA	NA	NA	NA	NA								
chr7-72	chr7	4681844	4682970	+	4682294	NA	NA	NA	NA	NA								
chr7-74	chr7	4683963	4684292	+	4682294	NA	NA	NA	NA	NA								
chr7-73	chr7	4681844	4682970	+	4682294	NA	NA	NA	NA	NA								
chr9-42	chr9	4678176	4678404	+	4679558	NA	NA	NA	NA	NA								
chr9-44	chr9	4678776	4680365	+	4679558	NA	NA	NA	NA	NA								
chr9-46	chr9	4678776	4680365	+	4679558	NA	NA	NA	NA	NA								
chr9-43	chr9	4678776	4680365	+	4679558	NA	NA	NA	NA	NA								
chr9-45	chr9	4678776	4680365	+	4679558	NA	NA	NA	NA	NA								
chr19-230	chr19	4677152	4677467	+	4679281	NA	NA	NA	NA	NA								
chr9-41	chr9	4662098	4663494	+	4662293	NA	NA	NA	NA	NA								
chr9-38	chr9	4662098	4663494	+	4662293	NA	NA	NA	NA	NA								
chr9-39	chr9	4662098	4663494	+	4662293	NA	NA	NA	NA	NA								
chr9-40	chr9	4662098	4663494	+	4662293	NA	NA	NA	NA	NA								
chr10-52	chr10	4656671	4656877	+	4655426	NA	NA	NA	NA	NA								
chr19-227	chr19	4654362	4655257	+	4654963	NA	NA	NA	NA	NA								
chr19-229	chr19	4654362	4655257	+	4654963	NA	NA	NA	NA	NA								
chr19-228	chr19	4654362	4655257	+	4654963	NA	NA	NA	NA	NA								
chr1-128	chr1	4652624	4653049	+	4654608	NA	NA	NA	NA	NA								
chr12-99	chr12	4648184	4649544	+	4649100	NA	NA	NA	NA	NA								
chr12-103	chr12	4648184	4649544	+	4649100	NA	NA	NA	NA	NA								
chr12-97	chr12	4648184	4649544	+	4649100	NA	NA	NA	NA	NA								
chr12-105	chr12	4648184	4649544	+	4649100	NA	NA	NA	NA	NA								
chr12-101	chr12	4648184	4649544	+	4649100	NA	NA	NA	NA	NA								
chr12-98	chr12	4648184	4649544	+	4649094	NA	NA	NA	NA	NA								
chr12-96	chr12	4648184	4649544	+	4649094	NA	NA	NA	NA	NA								
chr12-100	chr12	4648184	4649544	+	4649094	NA	NA	NA	NA	NA								
chr12-104	chr12	4648184	4649544	+	4649094	NA	NA	NA	NA	NA								
chr12-102	chr12	4648184	4649544	+	4649094	NA	NA	NA	NA	NA								
chr7-71	chr7	4641436	4642481	+	4642247	NA	NA	NA	NA	NA								
chr7-69	chr7	4641436	4642481	+	4642247	NA	NA	NA	NA	NA								
chr7-70	chr7	4641436	4642481	+	4642247	NA	NA	NA	NA	NA								
chr19-226	chr19	4638981	4640132	+	4639515	NA	NA	NA	NA	NA								
chr19-225	chr19	4638981	4640132	+	4639515	NA	NA	NA	NA	NA								
chr11-185	chr11	4636848	4637571	+	4637476	NA	NA	NA	NA	NA								
chr11-184	chr11	4636848	4637571	+	4637476	NA	NA	NA	NA	NA								
chr11-183	chr11	4636848	4637571	+	4637476	NA	NA	NA	NA	NA								
chr16-289	chr16	4614626	4615141	+	4616492	NA	NA	NA	NA	NA								
chr16-290	chr16	4615953	4616803	+	4616492	NA	NA	NA	NA	NA								
chr12-95	chr12	4604625	4605240	+	4604943	NA	NA	NA	NA	NA								
chr17-133	chr17	4566747	4567047	+	4565751	NA	NA	NA	NA	NA								
chr17-132	chr17	4565449	4565970	+	4565751	NA	NA	NA	NA	NA								
chr17-131	chr17	4565449	4565970	+	4565751	NA	NA	NA	NA	NA								
chr12-94	chr12	4561963	4562686	+	4562207	NA	NA	NA	NA	NA								
chr17-129	chr17	4555034	4555812	+	4556926	NA	NA	NA	NA	NA								
chr17-130	chr17	4555034	4555812	+	4556926	NA	NA	NA	NA	NA								
chr9-37	chr9	4550774	4551514	+	4553385	NA	NA	NA	NA	NA								
chr9-36	chr9	4550774	4551514	+	4553385	NA	NA	NA	NA	NA								
chr11-180	chr11	4546721	4547970	+	4545190	NA	NA	NA	NA	NA								
chr11-181	chr11	4546721	4547970	+	4545190	NA	NA	NA	NA	NA								
chr11-182	chr11	4546721	4547970	+	4545190	NA	NA	NA	NA	NA								
chr4-123	chr4	4541100	4542563	+	4542130	NA	NA	NA	NA	NA								
chr4-124	chr4	4541100	4542563	+	4542130	NA	NA	NA	NA	NA								
chr4-125	chr4	4541100	4542563	+	4542130	NA	NA	NA	NA	NA								
chr12-93	chr12	4538174	4539155	+	4538797	NA	NA	NA	NA	NA								
chr12-92	chr12	4538174	4539155	+	4538797	NA	NA	NA	NA	NA								
chr19-224	chr19	4534631	4535781	+	4536401	NA	NA	NA	NA	NA								
chr19-223	chr19	4534631	4535781	+	4536401	NA	NA	NA	NA	NA								
chr19-222	chr19	4534631	4535781	+	4536401	NA	NA	NA	NA	NA								
chr10-50	chr10	4514299	4515062	+	4514951	NA	NA	NA	NA	NA								
chr10-51	chr10	4514299	4515062	+	4514951	NA	NA	NA	NA	NA								
chr17-127	chr17	4498401	4499168	+	4498880	NA	NA	NA	NA	NA								
chr17-128	chr17	4498401	4499168	+	4498880	NA	NA	NA	NA	NA								
chr17-126	chr17	4497515	4497940	+	4497393	NA	NA	NA	NA	NA								
chr3-17	chr3	4492265	4493699	+	4493344	NA	NA	NA	NA	NA								
chr3-16	chr3	4492265	4493699	+	4493344	NA	NA	NA	NA	NA								
chr3-15	chr3	4492265	4493699	+	4493344	NA	NA	NA	NA	NA								
chr9-34	chr9	4489535	4491002	+	4490467	NA	NA	NA	NA	NA								
chr9-35	chr9	4489535	4491002	+	4490467	NA	NA	NA	NA	NA								
chr16-286	chr16	4474426	4474833	+	4474689	NA	NA	NA	NA	NA								
chr16-287	chr16	4476022	4477266	+	4474689	NA	NA	NA	NA	NA								
chr16-288	chr16	4476022	4477266	+	4474689	NA	NA	NA	NA	NA								
chr19-220	chr19	4471304	4472369	+	4472296	NA	NA	NA	NA	NA								
chr19-221	chr19	4471304	4472369	+	4472296	NA	NA	NA	NA	NA								
chr16-285	chr16	4458844	4459843	+	4461690	NA	NA	NA	NA	NA								
chr16-284	chr16	4458844	4459843	+	4461690	NA	NA	NA	NA	NA								
chr16-283	chr16	4458844	4459843	+	4461690	NA	NA	NA	NA	NA								
chr19-219	chr19	4457268	4458192	+	4457961	NA	NA	NA	NA	NA								
chr19-217	chr19	4457268	4458192	+	4457961	NA	NA	NA	NA	NA								
chr19-218	chr19	4457268	4458192	+	4457961	NA	NA	NA	NA	NA								
chr19-216	chr19	4449140	4449667	+	4448809	NA	NA	NA	NA	NA								
chr19-215	chr19	4449140	4449667	+	4448809	NA	NA	NA	NA	NA								
chr19-212	chr19	4431522	4432523	+	4429688	NA	NA	NA	NA	NA								
chr19-213	chr19	4431522	4432523	+	4429688	NA	NA	NA	NA	NA								
chr19-214	chr19	4431522	4432523	+	4429688	NA	NA	NA	NA	NA								
chr16-281	chr16	4425053	4426472	+	4425804	NA	NA	NA	NA	NA								
chr16-282	chr16	4425053	4426472	+	4425804	NA	NA	NA	NA	NA								
chr16-280	chr16	4425053	4426472	+	4425804	NA	NA	NA	NA	NA								
chr19-209	chr19	4399950	4400868	+	4402639	NA	NA	NA	NA	NA								
chr19-211	chr19	4402235	4402887	+	4402639	NA	NA	NA	NA	NA								
chr19-210	chr19	4399950	4400868	+	4402639	NA	NA	NA	NA	NA								
chr11-177	chr11	4393158	4394139	+	4393774	NA	NA	NA	NA	NA								
chr11-179	chr11	4393158	4394139	+	4393774	NA	NA	NA	NA	NA								
chr11-178	chr11	4393158	4394139	+	4393774	NA	NA	NA	NA	NA								
chr16-278	chr16	4372471	4372902	+	4371847	NA	NA	NA	NA	NA								
chr16-275	chr16	4371482	4372363	+	4371847	NA	NA	NA	NA	NA								
chr16-279	chr16	4373002	4373430	+	4371847	NA	NA	NA	NA	NA								
chr16-276	chr16	4371482	4372363	+	4371847	NA	NA	NA	NA	NA								
chr16-277	chr16	4371482	4372363	+	4371847	NA	NA	NA	NA	NA								
chr17-122	chr17	4365162	4367089	+	4364163	NA	NA	NA	NA	NA								
chr17-125	chr17	4365162	4367089	+	4364163	NA	NA	NA	NA	NA								
chr17-123	chr17	4365162	4367089	+	4364163	NA	NA	NA	NA	NA								
chr17-124	chr17	4365162	4367089	+	4364163	NA	NA	NA	NA	NA								
chr16-273	chr16	4345684	4346617	+	4346693	NA	NA	NA	NA	NA								
chr16-274	chr16	4345684	4346617	+	4346693	NA	NA	NA	NA	NA								
chr19-207	chr19	4342347	4343688	+	4343526	NA	NA	NA	NA	NA								
chr19-206	chr19	4342347	4343688	+	4343526	NA	NA	NA	NA	NA								
chr19-208	chr19	4342347	4343688	+	4343526	NA	NA	NA	NA	NA								
chr16-272	chr16	4330354	4330613	+	4331548	NA	NA	NA	NA	NA								
chr16-271	chr16	4313894	4314338	+	4314760	NA	NA	NA	NA	NA								
chr12-91	chr12	4307844	4308572	+	4307762	NA	NA	NA	NA	NA								
chr16-270	chr16	4307309	4308192	+	4307199	NA	NA	NA	NA	NA								
chr3-14	chr3	4302972	4304098	+	4303331	NA	NA	NA	NA	NA								
chr3-12	chr3	4302972	4304098	+	4303331	NA	NA	NA	NA	NA								
chr3-13	chr3	4302972	4304098	+	4303331	NA	NA	NA	NA	NA								
chr9-31	chr9	4297151	4298359	+	4299389	NA	NA	NA	NA	NA								
chr9-32	chr9	4297151	4298359	+	4299389	NA	NA	NA	NA	NA								
chr9-30	chr9	4297151	4298359	+	4299389	NA	NA	NA	NA	NA								
chr9-33	chr9	4299847	4300309	+	4299389	NA	NA	NA	NA	NA								
chr4-121	chr4	4289666	4290822	+	4290250	NA	NA	NA	NA	NA								
chr4-122	chr4	4289666	4290822	+	4290250	NA	NA	NA	NA	NA								
chr12-90	chr12	4276928	4277240	+	4275561	NA	NA	NA	NA	NA								
chr12-88	chr12	4271947	4273036	+	4273761	NA	NA	NA	NA	NA								
chr12-89	chr12	4273628	4273845	+	4273761	NA	NA	NA	NA	NA								
chr12-87	chr12	4271947	4273036	+	4273761	NA	NA	NA	NA	NA								
chr12-86	chr12	4269216	4269966	+	4269770	NA	NA	NA	NA	NA								
chr12-85	chr12	4269216	4269966	+	4269770	NA	NA	NA	NA	NA								
chr4-119	chr4	4247734	4249034	+	4248244	NA	NA	NA	NA	NA								
chr4-120	chr4	4247734	4249034	+	4248244	NA	NA	NA	NA	NA								
chr19-204	chr19	4246655	4247633	+	4247079	NA	NA	NA	NA	NA								
chr19-205	chr19	4246655	4247633	+	4247079	NA	NA	NA	NA	NA								
chr19-203	chr19	4229063	4229933	+	4229522	NA	NA	NA	NA	NA								
chr17-121	chr17	4221101	4221557	+	4222090	NA	NA	NA	NA	NA								
chr20-115	chr20	4221127	4222009	+	4220629	NA	NA	NA	NA	NA								
chr20-116	chr20	4221127	4222009	+	4220629	NA	NA	NA	NA	NA								
chr19-202	chr19	4182181	4182806	+	4182688	NA	NA	NA	NA	NA								
chr19-201	chr19	4182181	4182806	+	4182688	NA	NA	NA	NA	NA								
chr16-269	chr16	4179139	4179380	+	4180116	NA	NA	NA	NA	NA								
chr19-199	chr19	4172667	4174411	+	4174108	NA	NA	NA	NA	NA								
chr19-200	chr19	4172667	4174411	+	4174108	NA	NA	NA	NA	NA								
chr19-198	chr19	4172667	4174411	+	4174108	NA	NA	NA	NA	NA								
chr19-196	chr19	4152562	4153000	+	4153630	NA	NA	NA	NA	NA								
chr19-197	chr19	4153285	4153930	+	4153630	NA	NA	NA	NA	NA								
chr17-117	chr17	4142480	4144250	+	4143167	NA	NA	NA	NA	NA								
chr17-116	chr17	4142480	4144250	+	4143167	NA	NA	NA	NA	NA								
chr17-119	chr17	4142480	4144250	+	4143167	NA	NA	NA	NA	NA								
chr17-118	chr17	4142480	4144250	+	4143167	NA	NA	NA	NA	NA								
chr17-120	chr17	4142480	4144250	+	4143167	NA	NA	NA	NA	NA								
chr6-70	chr6	4134948	4136319	+	4136071	NA	NA	NA	NA	NA								
chr6-74	chr6	4134948	4136319	+	4136071	NA	NA	NA	NA	NA								
chr6-72	chr6	4134948	4136319	+	4136071	NA	NA	NA	NA	NA								
chr6-73	chr6	4134948	4136319	+	4135422	NA	NA	NA	NA	NA								
chr6-69	chr6	4134948	4136319	+	4135422	NA	NA	NA	NA	NA								
chr6-71	chr6	4134948	4136319	+	4135422	NA	NA	NA	NA	NA								
chr12-84	chr12	4107387	4107854	+	4109660	NA	NA	NA	NA	NA								
chr11-176	chr11	4094139	4095305	+	4094706	NA	NA	NA	NA	NA								
chr11-174	chr11	4094139	4095305	+	4094706	NA	NA	NA	NA	NA								
chr11-175	chr11	4094139	4095305	+	4094706	NA	NA	NA	NA	NA								
chr19-195	chr19	4061275	4061538	+	4061614	NA	NA	NA	NA	NA								
chr10-49	chr10	4051022	4051604	+	4051725	NA	NA	NA	NA	NA								
chr6-66	chr6	4021092	4022027	+	4021266	NA	NA	NA	NA	NA								
chr6-67	chr6	4021092	4022027	+	4021266	NA	NA	NA	NA	NA								
chr6-68	chr6	4021092	4022027	+	4021266	NA	NA	NA	NA	NA								
chr6-65	chr6	4018199	4019110	+	4018842	NA	NA	NA	NA	NA								
chr6-63	chr6	4018199	4019110	+	4018842	NA	NA	NA	NA	NA								
chr6-61	chr6	4018199	4019110	+	4018842	NA	NA	NA	NA	NA								
chr6-60	chr6	4018199	4019110	+	4018712	NA	NA	NA	NA	NA								
chr6-64	chr6	4018199	4019110	+	4018712	NA	NA	NA	NA	NA								
chr6-62	chr6	4018199	4019110	+	4018712	NA	NA	NA	NA	NA								
chr19-192	chr19	4007144	4008099	+	4007735	NA	NA	NA	NA	NA								
chr19-193	chr19	4007144	4008099	+	4007735	NA	NA	NA	NA	NA								
chr19-194	chr19	4007144	4008099	+	4007735	NA	NA	NA	NA	NA								
chr17-115	chr17	4004660	4005129	+	4004444	NA	NA	NA	NA	NA								
chr19-191	chr19	3983933	3984510	+	3982506	NA	NA	NA	NA	NA								
chr17-114	chr17	3976513	3977262	+	3977102	NA	NA	NA	NA	NA								
chr2-43	chr2	3959178	3959586	+	3957651	NA	NA	NA	NA	NA								
chr6-57	chr6	3913078	3914213	+	3913921	NA	NA	NA	NA	NA								
chr6-58	chr6	3913078	3914213	+	3913921	NA	NA	NA	NA	NA								
chr6-59	chr6	3913078	3914213	+	3913921	NA	NA	NA	NA	NA								
chr1-126	chr1	3900036	3901600	+	3900346	NA	NA	NA	NA	NA								
chr1-127	chr1	3900036	3901600	+	3900346	NA	NA	NA	NA	NA								
chr1-125	chr1	3900036	3901600	+	3900346	NA	NA	NA	NA	NA								
chr20-114	chr20	3888633	3889933	+	3888838	NA	NA	NA	NA	NA								
chr20-113	chr20	3888633	3889933	+	3888838	NA	NA	NA	NA	NA								
chr20-112	chr20	3888633	3889933	+	3888838	NA	NA	NA	NA	NA								
chr18-74	chr18	3877751	3878031	+	3878057	NA	NA	NA	NA	NA								
chr12-82	chr12	3872820	3873780	+	3871578	NA	NA	NA	NA	NA								
chr12-83	chr12	3872820	3873780	+	3871578	NA	NA	NA	NA	NA								
chr12-81	chr12	3872820	3873780	+	3871578	NA	NA	NA	NA	NA								
chr1-121	chr1	3856597	3857821	+	3857266	NA	NA	NA	NA	NA								
chr1-123	chr1	3856597	3857821	+	3857266	NA	NA	NA	NA	NA								
chr1-124	chr1	3856597	3857821	+	3857266	NA	NA	NA	NA	NA								
chr1-122	chr1	3856597	3857821	+	3857266	NA	NA	NA	NA	NA								
chr11-161	chr11	3854432	3856419	+	3856061	NA	NA	NA	NA	NA								
chr11-164	chr11	3854432	3856419	+	3856061	NA	NA	NA	NA	NA								
chr11-170	chr11	3854432	3856419	+	3856061	NA	NA	NA	NA	NA								
chr11-173	chr11	3854432	3856419	+	3856061	NA	NA	NA	NA	NA								
chr11-167	chr11	3854432	3856419	+	3856061	NA	NA	NA	NA	NA								
chr11-160	chr11	3854432	3856419	+	3854611	NA	NA	NA	NA	NA								
chr11-163	chr11	3854432	3856419	+	3854611	NA	NA	NA	NA	NA								
chr11-169	chr11	3854432	3856419	+	3854611	NA	NA	NA	NA	NA								
chr11-166	chr11	3854432	3856419	+	3854611	NA	NA	NA	NA	NA								
chr11-172	chr11	3854432	3856419	+	3854611	NA	NA	NA	NA	NA								
chr11-162	chr11	3854432	3856419	+	3854526	NA	NA	NA	NA	NA								
chr11-159	chr11	3854432	3856419	+	3854526	NA	NA	NA	NA	NA								
chr11-168	chr11	3854432	3856419	+	3854526	NA	NA	NA	NA	NA								
chr11-165	chr11	3854432	3856419	+	3854526	NA	NA	NA	NA	NA								
chr11-171	chr11	3854432	3856419	+	3854526	NA	NA	NA	NA	NA								
chr6-56	chr6	3848454	3849866	+	3849372	NA	NA	NA	NA	NA								
chr6-55	chr6	3848454	3849866	+	3849372	NA	NA	NA	NA	NA								
chr20-110	chr20	3846562	3847694	+	3846798	NA	NA	NA	NA	NA								
chr20-111	chr20	3846562	3847694	+	3846798	NA	NA	NA	NA	NA								
chr20-109	chr20	3846562	3847694	+	3846798	NA	NA	NA	NA	NA								
chr10-48	chr10	3835828	3836177	+	3833949	NA	NA	NA	NA	NA								
chr11-156	chr11	3824596	3825658	+	3826977	NA	NA	NA	NA	NA								
chr11-157	chr11	3824596	3825658	+	3826977	NA	NA	NA	NA	NA								
chr11-158	chr11	3824596	3825658	+	3826977	NA	NA	NA	NA	NA								
chr20-105	chr20	3818401	3818652	+	3820523	NA	NA	NA	NA	NA								
chr20-108	chr20	3820053	3821138	+	3820523	NA	NA	NA	NA	NA								
chr20-106	chr20	3820053	3821138	+	3820523	NA	NA	NA	NA	NA								
chr20-107	chr20	3820053	3821138	+	3820523	NA	NA	NA	NA	NA								
chrX-36	chrX	3815530	3816627	+	3817527	NA	NA	NA	NA	NA								
chrX-35	chrX	3815530	3816627	+	3817527	NA	NA	NA	NA	NA								
chrX-34	chrX	3815530	3816627	+	3817527	NA	NA	NA	NA	NA								
chr20-102	chr20	3811201	3812247	+	3811383	NA	NA	NA	NA	NA								
chr20-104	chr20	3811201	3812247	+	3811383	NA	NA	NA	NA	NA								
chr20-103	chr20	3811201	3812247	+	3811383	NA	NA	NA	NA	NA								
chr10-46	chr10	3809648	3810537	+	3809834	NA	NA	NA	NA	NA								
chr10-47	chr10	3811302	3811750	+	3809834	NA	NA	NA	NA	NA								
chr10-45	chr10	3809648	3810537	+	3809834	NA	NA	NA	NA	NA								
chr20-101	chr20	3807237	3808412	+	3808356	NA	NA	NA	NA	NA								
chr20-100	chr20	3807237	3808412	+	3808356	NA	NA	NA	NA	NA								
chr17-113	chr17	3802401	3803584	+	3802157	NA	NA	NA	NA	NA								
chr17-111	chr17	3802401	3803584	+	3802157	NA	NA	NA	NA	NA								
chr17-112	chr17	3802401	3803584	+	3802157	NA	NA	NA	NA	NA								
chr3-11	chr3	3798620	3800002	+	3799430	NA	NA	NA	NA	NA								
chr3-8	chr3	3798620	3800002	+	3799430	NA	NA	NA	NA	NA								
chr3-9	chr3	3798620	3800002	+	3799430	NA	NA	NA	NA	NA								
chr3-10	chr3	3798620	3800002	+	3799430	NA	NA	NA	NA	NA								
chr11-155	chr11	3797031	3798178	+	3797723	NA	NA	NA	NA	NA								
chr11-154	chr11	3797031	3798178	+	3797723	NA	NA	NA	NA	NA								
chr12-80	chr12	3792667	3793258	+	3791046	NA	NA	NA	NA	NA								
chr20-99	chr20	3786279	3787043	+	3786771	NA	NA	NA	NA	NA								
chr20-98	chr20	3786279	3787043	+	3786771	NA	NA	NA	NA	NA								
chr10-43	chr10	3784655	3786187	+	3785550	NA	NA	NA	NA	NA								
chr10-42	chr10	3784655	3786187	+	3785550	NA	NA	NA	NA	NA								
chr10-44	chr10	3784655	3786187	+	3785550	NA	NA	NA	NA	NA								
chr20-97	chr20	3781174	3781854	+	3783850	NA	NA	NA	NA	NA								
chr1-120	chr1	3772153	3772986	+	3772748	NA	NA	NA	NA	NA								
chr18-72	chr18	3771197	3771999	+	3770016	NA	NA	NA	NA	NA								
chr18-73	chr18	3771197	3771999	+	3770016	NA	NA	NA	NA	NA								
chr19-189	chr19	3762446	3763270	+	3762681	NA	NA	NA	NA	NA								
chr19-190	chr19	3762446	3763270	+	3762681	NA	NA	NA	NA	NA								
chr19-188	chr19	3761439	3761858	+	3762681	NA	NA	NA	NA	NA								
chr20-95	chr20	3751952	3752682	+	3753507	NA	NA	NA	NA	NA								
chr20-96	chr20	3753101	3753359	+	3753507	NA	NA	NA	NA	NA								
