PeakID (cmd=annotatePeaks.pl classification/results/raw_results/human_mapped_from_mouse_promoters.bed /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/hg38.fa -gff3 /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/gencode.v47.annotation.gff3.gz)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr17-424	chr17	28335054	28336091	+	28335601	NA	NA	NA	NA	NA								
chr17-425	chr17	28335054	28336091	+	28335601	NA	NA	NA	NA	NA								
chr17-427	chr17	28335054	28336091	+	28335601	NA	NA	NA	NA	NA								
chr17-426	chr17	28335054	28336091	+	28335601	NA	NA	NA	NA	NA								
chr1-533	chr1	28328507	28329916	+	28329001	NA	NA	NA	NA	NA								
chr1-535	chr1	28328507	28329916	+	28329001	NA	NA	NA	NA	NA								
chr1-534	chr1	28328507	28329916	+	28329001	NA	NA	NA	NA	NA								
chr17-423	chr17	28320382	28320580	+	28319199	NA	NA	NA	NA	NA								
chr10-175	chr10	28302770	28303478	+	28303299	NA	NA	NA	NA	NA								
chr10-174	chr10	28302770	28303478	+	28303299	NA	NA	NA	NA	NA								
chr6-266	chr6	28281598	28282420	+	28281571	NA	NA	NA	NA	NA								
chr6-267	chr6	28281598	28282420	+	28281571	NA	NA	NA	NA	NA								
chr1-528	chr1	28259177	28260589	+	28259517	NA	NA	NA	NA	NA								
chr1-531	chr1	28259177	28260589	+	28259517	NA	NA	NA	NA	NA								
chr1-530	chr1	28259177	28260589	+	28259517	NA	NA	NA	NA	NA								
chr1-529	chr1	28259177	28260589	+	28259517	NA	NA	NA	NA	NA								
chr1-532	chr1	28259177	28260589	+	28259517	NA	NA	NA	NA	NA								
chr6-264	chr6	28259084	28259738	+	28259296	NA	NA	NA	NA	NA								
chr6-265	chr6	28259084	28259738	+	28259296	NA	NA	NA	NA	NA								
chr1-527	chr1	28248504	28248789	+	28247143	NA	NA	NA	NA	NA								
chr1-526	chr1	28247167	28247731	+	28247143	NA	NA	NA	NA	NA								
chr3-149	chr3	28241260	28242460	+	28241583	NA	NA	NA	NA	NA								
chr1-524	chr1	28235672	28237795	+	28236108	NA	NA	NA	NA	NA								
chr1-522	chr1	28235672	28237795	+	28236108	NA	NA	NA	NA	NA								
chr1-523	chr1	28235672	28237795	+	28236108	NA	NA	NA	NA	NA								
chr1-525	chr1	28235672	28237795	+	28236108	NA	NA	NA	NA	NA								
chr1-520	chr1	28232556	28233115	+	28234079	NA	NA	NA	NA	NA								
chr1-521	chr1	28232556	28233115	+	28234079	NA	NA	NA	NA	NA								
chr7-189	chr7	28179132	28181118	+	28180321	NA	NA	NA	NA	NA								
chr7-188	chr7	28179132	28181118	+	28180321	NA	NA	NA	NA	NA								
chr13-72	chr13	28137699	28139847	+	28138505	NA	NA	NA	NA	NA								
chr13-68	chr13	28137699	28139847	+	28138505	NA	NA	NA	NA	NA								
chr13-67	chr13	28137699	28139847	+	28138505	NA	NA	NA	NA	NA								
chr13-71	chr13	28137699	28139847	+	28138505	NA	NA	NA	NA	NA								
chr13-69	chr13	28137699	28139847	+	28138505	NA	NA	NA	NA	NA								
chr13-70	chr13	28137699	28139847	+	28138505	NA	NA	NA	NA	NA								
chr16-307	chr16	28112038	28113040	+	28111172	NA	NA	NA	NA	NA								
chr16-308	chr16	28112038	28113040	+	28111172	NA	NA	NA	NA	NA								
chr11-298	chr11	28107477	28108699	+	28108247	NA	NA	NA	NA	NA								
chr11-299	chr11	28107477	28108699	+	28108247	NA	NA	NA	NA	NA								
chr11-300	chr11	28110142	28110609	+	28108247	NA	NA	NA	NA	NA								
chr17-420	chr17	28041520	28042282	+	28041736	NA	NA	NA	NA	NA								
chr17-422	chr17	28041520	28042282	+	28041736	NA	NA	NA	NA	NA								
chr17-421	chr17	28041520	28042282	+	28041736	NA	NA	NA	NA	NA								
chr17-419	chr17	28041006	28041393	+	28041736	NA	NA	NA	NA	NA								
chr13-66	chr13	27988466	27988826	+	27989295	NA	NA	NA	NA	NA								
chr13-64	chr13	27975662	27976860	+	27977716	NA	NA	NA	NA	NA								
chr13-65	chr13	27975662	27976860	+	27977716	NA	NA	NA	NA	NA								
chr13-62	chr13	27960210	27961530	+	27960917	NA	NA	NA	NA	NA								
chr13-61	chr13	27960210	27961530	+	27960917	NA	NA	NA	NA	NA								
chr13-63	chr13	27960210	27961530	+	27960917	NA	NA	NA	NA	NA								
chr1-519	chr1	27959747	27960577	+	27959587	NA	NA	NA	NA	NA								
chr13-60	chr13	27953705	27954756	+	27953525	NA	NA	NA	NA	NA								
chr1-518	chr1	27934932	27935302	+	27934999	NA	NA	NA	NA	NA								
chr8-196	chr8	27904437	27905073	+	27904480	NA	NA	NA	NA	NA								
chr8-195	chr8	27904437	27905073	+	27904480	NA	NA	NA	NA	NA								
chr2-233	chr2	27889704	27891315	+	27889940	NA	NA	NA	NA	NA								
chr2-231	chr2	27889704	27891315	+	27889940	NA	NA	NA	NA	NA								
chr2-232	chr2	27889704	27891315	+	27889940	NA	NA	NA	NA	NA								
chr17-417	chr17	27880097	27880591	+	27878313	NA	NA	NA	NA	NA								
chr17-418	chr17	27880097	27880591	+	27878313	NA	NA	NA	NA	NA								
chr1-517	chr1	27872445	27872719	+	27872542	NA	NA	NA	NA	NA								
chr6-262	chr6	27867138	27867735	+	27866791	NA	NA	NA	NA	NA								
chr6-261	chr6	27866753	27866979	+	27866791	NA	NA	NA	NA	NA								
chr6-263	chr6	27867138	27867735	+	27866791	NA	NA	NA	NA	NA								
chr13-59	chr13	27826460	27826953	+	27828762	NA	NA	NA	NA	NA								
chr13-58	chr13	27792376	27792792	+	27792482	NA	NA	NA	NA	NA								
chr12-269	chr12	27781174	27781422	+	27780047	NA	NA	NA	NA	NA								
chr12-268	chr12	27780339	27780797	+	27780047	NA	NA	NA	NA	NA								
chr12-267	chr12	27780115	27780879	+	27780047	NA	NA	NA	NA	NA								
chr12-266	chr12	27780115	27780879	+	27780047	NA	NA	NA	NA	NA								
chr8-194	chr8	27774248	27775019	+	27773644	NA	NA	NA	NA	NA								
chr8-191	chr8	27771635	27772730	+	27771948	NA	NA	NA	NA	NA								
chr8-193	chr8	27771635	27772730	+	27771948	NA	NA	NA	NA	NA								
chr8-192	chr8	27771635	27772730	+	27771948	NA	NA	NA	NA	NA								
chr10-171	chr10	27745124	27746256	+	27744785	NA	NA	NA	NA	NA								
chr10-168	chr10	27742154	27742939	+	27744785	NA	NA	NA	NA	NA								
chr10-173	chr10	27745124	27746256	+	27744785	NA	NA	NA	NA	NA								
chr10-170	chr10	27742154	27742939	+	27744785	NA	NA	NA	NA	NA								
chr10-169	chr10	27742154	27742939	+	27744785	NA	NA	NA	NA	NA								
chr10-172	chr10	27745124	27746256	+	27744785	NA	NA	NA	NA	NA								
chr7-187	chr7	27739842	27741054	+	27739330	NA	NA	NA	NA	NA								
chr7-186	chr7	27739842	27741054	+	27739330	NA	NA	NA	NA	NA								
chr7-185	chr7	27733337	27733525	+	27733063	NA	NA	NA	NA	NA								
chr1-516	chr1	27725406	27726482	+	27725960	NA	NA	NA	NA	NA								
chr1-515	chr1	27725406	27726482	+	27725960	NA	NA	NA	NA	NA								
chr1-514	chr1	27725406	27726482	+	27725960	NA	NA	NA	NA	NA								
chr16-306	chr16	27723136	27723431	+	27722283	NA	NA	NA	NA	NA								
chr22-134	chr22	27714888	27715371	+	27716479	NA	NA	NA	NA	NA								
chr22-133	chr22	27714888	27715371	+	27716479	NA	NA	NA	NA	NA								
chr3-145	chr3	27712198	27712791	+	27712909	NA	NA	NA	NA	NA								
chr3-146	chr3	27712198	27712791	+	27712909	NA	NA	NA	NA	NA								
chr3-147	chr3	27713389	27713849	+	27712909	NA	NA	NA	NA	NA								
chr3-148	chr3	27713389	27713849	+	27712909	NA	NA	NA	NA	NA								
chr8-190	chr8	27701784	27703371	+	27701676	NA	NA	NA	NA	NA								
chr8-188	chr8	27701784	27703371	+	27701676	NA	NA	NA	NA	NA								
chr8-189	chr8	27701784	27703371	+	27701676	NA	NA	NA	NA	NA								
chr2-230	chr2	27663317	27664181	+	27663425	NA	NA	NA	NA	NA								
chr2-228	chr2	27663317	27664181	+	27663425	NA	NA	NA	NA	NA								
chr2-229	chr2	27663317	27664181	+	27663425	NA	NA	NA	NA	NA								
chr1-513	chr1	27661333	27663091	+	27660327	NA	NA	NA	NA	NA								
chr1-512	chr1	27661333	27663091	+	27660327	NA	NA	NA	NA	NA								
chr11-297	chr11	27655668	27656132	+	27654892	NA	NA	NA	NA	NA								
chr1-511	chr1	27650033	27651281	+	27649418	NA	NA	NA	NA	NA								
chr1-509	chr1	27647060	27647741	+	27649418	NA	NA	NA	NA	NA								
chr1-510	chr1	27650033	27651281	+	27649418	NA	NA	NA	NA	NA								
chr2-227	chr2	27628851	27629770	+	27628246	NA	NA	NA	NA	NA								
chr2-226	chr2	27628851	27629770	+	27628246	NA	NA	NA	NA	NA								
chr2-225	chr2	27628851	27629770	+	27628246	NA	NA	NA	NA	NA								
chr3-144	chr3	27622348	27622500	+	27624201	NA	NA	NA	NA	NA								
chr13-53	chr13	27619887	27621317	+	27620741	NA	NA	NA	NA	NA								
chr13-55	chr13	27619887	27621317	+	27620741	NA	NA	NA	NA	NA								
chr13-57	chr13	27621430	27622329	+	27620741	NA	NA	NA	NA	NA								
chr13-56	chr13	27619887	27621317	+	27620741	NA	NA	NA	NA	NA								
chr13-54	chr13	27619887	27621317	+	27620741	NA	NA	NA	NA	NA								
chr13-52	chr13	27619086	27619481	+	27620741	NA	NA	NA	NA	NA								
chr8-187	chr8	27611321	27611901	+	27610600	NA	NA	NA	NA	NA								
chr8-185	chr8	27594824	27595357	+	27596916	NA	NA	NA	NA	NA								
chr8-186	chr8	27594824	27595357	+	27596916	NA	NA	NA	NA	NA								
chr2-222	chr2	27582480	27583176	+	27583045	NA	NA	NA	NA	NA								
chr2-224	chr2	27582480	27583176	+	27583045	NA	NA	NA	NA	NA								
chr2-220	chr2	27582480	27583176	+	27583045	NA	NA	NA	NA	NA								
chr2-219	chr2	27582480	27583176	+	27582968	NA	NA	NA	NA	NA								
chr2-223	chr2	27582480	27583176	+	27582968	NA	NA	NA	NA	NA								
chr2-221	chr2	27582480	27583176	+	27582968	NA	NA	NA	NA	NA								
chr8-184	chr8	27559166	27560061	+	27560273	NA	NA	NA	NA	NA								
chr8-182	chr8	27559166	27560061	+	27560273	NA	NA	NA	NA	NA								
chr8-181	chr8	27558850	27559043	+	27560273	NA	NA	NA	NA	NA								
chr8-183	chr8	27559166	27560061	+	27560273	NA	NA	NA	NA	NA								
chr16-301	chr16	27547957	27550449	+	27550132	NA	NA	NA	NA	NA								
chr16-305	chr16	27547957	27550449	+	27550132	NA	NA	NA	NA	NA								
chr16-302	chr16	27547957	27550449	+	27550132	NA	NA	NA	NA	NA								
chr16-300	chr16	27547957	27550449	+	27550132	NA	NA	NA	NA	NA								
chr16-303	chr16	27547957	27550449	+	27550132	NA	NA	NA	NA	NA								
chr16-304	chr16	27547957	27550449	+	27550132	NA	NA	NA	NA	NA								
chr9-135	chr9	27534918	27535349	+	27535639	NA	NA	NA	NA	NA								
chr9-130	chr9	27527697	27528078	+	27529084	NA	NA	NA	NA	NA								
chr9-133	chr9	27528971	27529985	+	27529084	NA	NA	NA	NA	NA								
chr9-131	chr9	27528134	27528809	+	27529084	NA	NA	NA	NA	NA								
chr9-132	chr9	27528971	27529985	+	27529084	NA	NA	NA	NA	NA								
chr9-134	chr9	27528971	27529985	+	27529084	NA	NA	NA	NA	NA								
chr11-294	chr11	27505862	27507295	+	27506829	NA	NA	NA	NA	NA								
chr11-296	chr11	27505862	27507295	+	27506829	NA	NA	NA	NA	NA								
chr11-295	chr11	27505862	27507295	+	27506829	NA	NA	NA	NA	NA								
chr2-213	chr2	27494333	27495448	+	27496838	NA	NA	NA	NA	NA								
chr2-215	chr2	27494333	27495448	+	27496838	NA	NA	NA	NA	NA								
chr2-217	chr2	27496305	27496965	+	27496838	NA	NA	NA	NA	NA								
chr2-216	chr2	27496305	27496965	+	27496838	NA	NA	NA	NA	NA								
chr2-218	chr2	27497121	27497389	+	27496838	NA	NA	NA	NA	NA								
chr2-214	chr2	27494333	27495448	+	27496838	NA	NA	NA	NA	NA								
chr3-140	chr3	27483108	27484901	+	27486246	NA	NA	NA	NA	NA								
chr3-141	chr3	27483108	27484901	+	27486246	NA	NA	NA	NA	NA								
chr3-143	chr3	27483108	27484901	+	27486246	NA	NA	NA	NA	NA								
chr3-139	chr3	27483108	27484901	+	27486246	NA	NA	NA	NA	NA								
chr3-142	chr3	27483108	27484901	+	27486246	NA	NA	NA	NA	NA								
chr6-257	chr6	27472169	27473715	+	27473193	NA	NA	NA	NA	NA								
chr6-259	chr6	27472169	27473715	+	27473193	NA	NA	NA	NA	NA								
chr6-258	chr6	27472169	27473715	+	27473193	NA	NA	NA	NA	NA								
chr6-260	chr6	27472169	27473715	+	27473193	NA	NA	NA	NA	NA								
chr11-293	chr11	27471954	27473159	+	27471728	NA	NA	NA	NA	NA								
chr11-290	chr11	27471026	27471787	+	27471728	NA	NA	NA	NA	NA								
chr11-292	chr11	27471954	27473159	+	27471728	NA	NA	NA	NA	NA								
chr11-288	chr11	27471026	27471787	+	27471728	NA	NA	NA	NA	NA								
chr11-291	chr11	27471026	27471787	+	27471728	NA	NA	NA	NA	NA								
chr11-289	chr11	27471026	27471787	+	27471728	NA	NA	NA	NA	NA								
chr8-180	chr8	27458896	27459290	+	27459755	NA	NA	NA	NA	NA								
chr17-416	chr17	27456108	27456738	+	27456447	NA	NA	NA	NA	NA								
chr12-265	chr12	27448699	27449538	+	27446735	NA	NA	NA	NA	NA								
chr2-212	chr2	27442213	27442662	+	27442365	NA	NA	NA	NA	NA								
chr2-210	chr2	27428350	27429499	+	27427789	NA	NA	NA	NA	NA								
chr2-211	chr2	27428350	27429499	+	27427789	NA	NA	NA	NA	NA								
chr1-507	chr1	27401879	27402762	+	27404229	NA	NA	NA	NA	NA								
chr1-508	chr1	27401879	27402762	+	27404229	NA	NA	NA	NA	NA								
chr1-506	chr1	27392130	27393067	+	27392621	NA	NA	NA	NA	NA								
chr1-505	chr1	27392130	27393067	+	27392621	NA	NA	NA	NA	NA								
chr1-504	chr1	27392130	27393067	+	27392621	NA	NA	NA	NA	NA								
chr2-209	chr2	27380130	27381078	+	27381194	NA	NA	NA	NA	NA								
chr2-208	chr2	27380130	27381078	+	27381194	NA	NA	NA	NA	NA								
chr13-51	chr13	27374027	27375151	+	27373347	NA	NA	NA	NA	NA								
chr13-50	chr13	27374027	27375151	+	27373347	NA	NA	NA	NA	NA								
chr13-49	chr13	27372776	27373215	+	27373347	NA	NA	NA	NA	NA								
chr2-205	chr2	27369896	27371173	+	27370495	NA	NA	NA	NA	NA								
chr2-206	chr2	27369896	27371173	+	27370495	NA	NA	NA	NA	NA								
chr2-207	chr2	27369896	27371173	+	27370495	NA	NA	NA	NA	NA								
chr2-204	chr2	27369896	27371173	+	27370495	NA	NA	NA	NA	NA								
chr1-501	chr1	27365705	27367399	+	27369109	NA	NA	NA	NA	NA								
chr1-503	chr1	27365705	27367399	+	27369109	NA	NA	NA	NA	NA								
chr1-499	chr1	27365705	27367399	+	27369109	NA	NA	NA	NA	NA								
chr1-500	chr1	27365705	27367399	+	27369109	NA	NA	NA	NA	NA								
chr1-502	chr1	27365705	27367399	+	27369109	NA	NA	NA	NA	NA								
chr2-201	chr2	27356119	27357365	+	27356245	NA	NA	NA	NA	NA								
chr2-203	chr2	27356119	27357365	+	27356245	NA	NA	NA	NA	NA								
chr2-202	chr2	27356119	27357365	+	27356245	NA	NA	NA	NA	NA								
chr1-497	chr1	27341697	27342500	+	27342019	NA	NA	NA	NA	NA								
chr1-498	chr1	27341697	27342500	+	27342019	NA	NA	NA	NA	NA								
chr17-415	chr17	27332471	27333398	+	27333240	NA	NA	NA	NA	NA								
chr17-413	chr17	27332471	27333398	+	27333240	NA	NA	NA	NA	NA								
chr17-414	chr17	27332471	27333398	+	27333240	NA	NA	NA	NA	NA								
chr1-495	chr1	27321821	27322660	+	27322144	NA	NA	NA	NA	NA								
chr1-496	chr1	27321821	27322660	+	27322144	NA	NA	NA	NA	NA								
chr8-178	chr8	27310888	27311368	+	27311481	NA	NA	NA	NA	NA								
chr8-179	chr8	27310888	27311368	+	27311481	NA	NA	NA	NA	NA								
chr17-412	chr17	27293428	27294529	+	27294075	NA	NA	NA	NA	NA								
chr17-408	chr17	27293428	27294529	+	27294075	NA	NA	NA	NA	NA								
chr17-410	chr17	27293428	27294529	+	27294075	NA	NA	NA	NA	NA								
chr17-407	chr17	27293428	27294529	+	27293909	NA	NA	NA	NA	NA								
chr17-411	chr17	27293428	27294529	+	27293909	NA	NA	NA	NA	NA								
chr17-409	chr17	27293428	27294529	+	27293909	NA	NA	NA	NA	NA								
chr13-48	chr13	27270390	27271374	+	27270829	NA	NA	NA	NA	NA								
chr13-46	chr13	27251194	27252261	+	27251361	NA	NA	NA	NA	NA								
chr13-47	chr13	27251194	27252261	+	27251361	NA	NA	NA	NA	NA								
chr12-264	chr12	27244031	27245579	+	27243967	NA	NA	NA	NA	NA								
chr12-263	chr12	27244031	27245579	+	27243967	NA	NA	NA	NA	NA								
chr10-166	chr10	27241300	27242315	+	27243129	NA	NA	NA	NA	NA								
chr10-165	chr10	27240210	27241203	+	27243129	NA	NA	NA	NA	NA								
chr10-167	chr10	27241300	27242315	+	27243129	NA	NA	NA	NA	NA								
chr10-164	chr10	27240210	27241203	+	27243129	NA	NA	NA	NA	NA								
chr1-493	chr1	27234070	27235398	+	27234631	NA	NA	NA	NA	NA								
chr1-491	chr1	27234070	27235398	+	27234631	NA	NA	NA	NA	NA								
chr1-490	chr1	27234070	27235398	+	27234631	NA	NA	NA	NA	NA								
chr1-494	chr1	27234070	27235398	+	27234631	NA	NA	NA	NA	NA								
chr1-492	chr1	27234070	27235398	+	27234631	NA	NA	NA	NA	NA								
chr10-163	chr10	27234154	27234528	+	27232254	NA	NA	NA	NA	NA								
chr10-162	chr10	27230116	27230459	+	27232254	NA	NA	NA	NA	NA								
chr2-200	chr2	27217149	27218108	+	27217368	NA	NA	NA	NA	NA								
chr2-199	chr2	27217149	27218108	+	27217368	NA	NA	NA	NA	NA								
chr2-198	chr2	27211353	27212755	+	27212040	NA	NA	NA	NA	NA								
chr2-195	chr2	27211353	27212755	+	27212040	NA	NA	NA	NA	NA								
chr2-197	chr2	27211353	27212755	+	27212040	NA	NA	NA	NA	NA								
chr2-196	chr2	27211353	27212755	+	27212040	NA	NA	NA	NA	NA								
chr7-183	chr7	27210091	27211009	+	27210800	NA	NA	NA	NA	NA								
chr7-182	chr7	27210091	27211009	+	27210800	NA	NA	NA	NA	NA								
chr7-184	chr7	27210091	27211009	+	27210800	NA	NA	NA	NA	NA								
chr16-298	chr16	27202243	27203932	+	27203507	NA	NA	NA	NA	NA								
chr16-299	chr16	27202243	27203932	+	27203507	NA	NA	NA	NA	NA								
chr7-181	chr7	27196270	27196650	+	27198574	NA	NA	NA	NA	NA								
chr7-180	chr7	27179804	27180055	+	27181156	NA	NA	NA	NA	NA								
chr13-44	chr13	27170999	27172167	+	27172258	NA	NA	NA	NA	NA								
chr13-45	chr13	27170999	27172167	+	27172258	NA	NA	NA	NA	NA								
chr7-177	chr7	27160638	27161333	+	27162437	NA	NA	NA	NA	NA								
chr7-179	chr7	27160638	27161333	+	27162437	NA	NA	NA	NA	NA								
chr7-178	chr7	27160638	27161333	+	27162437	NA	NA	NA	NA	NA								
chr10-161	chr10	27153878	27155997	+	27154823	NA	NA	NA	NA	NA								
chr10-160	chr10	27153878	27155997	+	27154823	NA	NA	NA	NA	NA								
chr2-194	chr2	27123280	27124276	+	27123788	NA	NA	NA	NA	NA								
chr2-193	chr2	27123280	27124276	+	27123788	NA	NA	NA	NA	NA								
chr7-176	chr7	27108453	27109153	+	27107776	NA	NA	NA	NA	NA								
chr2-192	chr2	27086854	27087365	+	27086746	NA	NA	NA	NA	NA								
chr2-191	chr2	27071238	27072186	+	27070471	NA	NA	NA	NA	NA								
chr2-189	chr2	27050717	27051448	+	27049682	NA	NA	NA	NA	NA								
chr2-190	chr2	27050717	27051448	+	27049682	NA	NA	NA	NA	NA								
chr11-286	chr11	27041261	27041719	+	27040724	NA	NA	NA	NA	NA								
chr11-285	chr11	27039955	27040749	+	27040724	NA	NA	NA	NA	NA								
chr11-287	chr11	27041261	27041719	+	27040724	NA	NA	NA	NA	NA								
chr11-284	chr11	27039955	27040749	+	27040724	NA	NA	NA	NA	NA								
chr12-262	chr12	27022465	27023617	+	27022545	NA	NA	NA	NA	NA								
chr11-283	chr11	26994007	26995045	+	26994111	NA	NA	NA	NA	NA								
chr11-282	chr11	26994007	26995045	+	26994111	NA	NA	NA	NA	NA								
chr1-488	chr1	26994128	26994506	+	26993691	NA	NA	NA	NA	NA								
chr1-489	chr1	26994128	26994506	+	26993691	NA	NA	NA	NA	NA								
chr2-188	chr2	26985743	26986538	+	26984775	NA	NA	NA	NA	NA								
chr2-187	chr2	26972034	26972659	+	26970636	NA	NA	NA	NA	NA								
chr2-186	chr2	26972034	26972659	+	26970636	NA	NA	NA	NA	NA								
chr2-183	chr2	26970459	26971562	+	26970636	NA	NA	NA	NA	NA								
chr2-181	chr2	26970459	26971562	+	26970636	NA	NA	NA	NA	NA								
chr2-185	chr2	26970459	26971562	+	26970636	NA	NA	NA	NA	NA								
chr2-182	chr2	26970459	26971562	+	26970636	NA	NA	NA	NA	NA								
chr2-184	chr2	26970459	26971562	+	26970636	NA	NA	NA	NA	NA								
chr13-42	chr13	26967628	26969411	+	26965966	NA	NA	NA	NA	NA								
chr13-41	chr13	26967628	26969411	+	26965966	NA	NA	NA	NA	NA								
chr13-43	chr13	26967628	26969411	+	26965966	NA	NA	NA	NA	NA								
chr13-40	chr13	26967628	26969411	+	26965966	NA	NA	NA	NA	NA								
chr9-128	chr9	26946700	26947644	+	26947038	NA	NA	NA	NA	NA								
chr9-127	chr9	26946700	26947644	+	26947038	NA	NA	NA	NA	NA								
chr9-126	chr9	26946700	26947644	+	26947038	NA	NA	NA	NA	NA								
chr9-129	chr9	26946700	26947644	+	26947038	NA	NA	NA	NA	NA								
chr1-487	chr1	26910392	26911152	+	26911488	NA	NA	NA	NA	NA								
chr1-486	chr1	26910392	26911152	+	26911488	NA	NA	NA	NA	NA								
chr1-485	chr1	26909584	26910013	+	26911488	NA	NA	NA	NA	NA								
chr1-484	chr1	26900010	26900555	+	26900237	NA	NA	NA	NA	NA								
chr1-483	chr1	26900010	26900555	+	26900237	NA	NA	NA	NA	NA								
chr1-482	chr1	26889826	26891110	+	26890487	NA	NA	NA	NA	NA								
chr1-480	chr1	26889826	26891110	+	26890487	NA	NA	NA	NA	NA								
chr1-479	chr1	26889826	26891110	+	26890487	NA	NA	NA	NA	NA								
chr1-481	chr1	26889826	26891110	+	26890487	NA	NA	NA	NA	NA								
chr1-478	chr1	26864603	26865620	+	26863148	NA	NA	NA	NA	NA								
chr1-475	chr1	26862800	26863216	+	26863148	NA	NA	NA	NA	NA								
chr1-477	chr1	26864603	26865620	+	26863148	NA	NA	NA	NA	NA								
chr1-476	chr1	26864603	26865620	+	26863148	NA	NA	NA	NA	NA								
chr4-136	chr4	26860172	26862059	+	26859805	NA	NA	NA	NA	NA								
chr4-133	chr4	26860172	26862059	+	26859805	NA	NA	NA	NA	NA								
chr4-131	chr4	26860172	26862059	+	26859805	NA	NA	NA	NA	NA								
chr4-135	chr4	26860172	26862059	+	26859805	NA	NA	NA	NA	NA								
chr4-132	chr4	26860172	26862059	+	26859805	NA	NA	NA	NA	NA								
chr4-134	chr4	26860172	26862059	+	26859805	NA	NA	NA	NA	NA								
chr2-179	chr2	26847487	26848456	+	26847746	NA	NA	NA	NA	NA								
chr2-175	chr2	26846342	26846761	+	26847746	NA	NA	NA	NA	NA								
chr2-177	chr2	26847487	26848456	+	26847746	NA	NA	NA	NA	NA								
chr2-176	chr2	26846342	26846761	+	26847746	NA	NA	NA	NA	NA								
chr2-180	chr2	26847487	26848456	+	26847746	NA	NA	NA	NA	NA								
chr2-178	chr2	26847487	26848456	+	26847746	NA	NA	NA	NA	NA								
chr1-474	chr1	26828678	26829599	+	26826687	NA	NA	NA	NA	NA								
chr1-472	chr1	26828678	26829599	+	26826687	NA	NA	NA	NA	NA								
chr1-473	chr1	26828678	26829599	+	26826687	NA	NA	NA	NA	NA								
chr1-468	chr1	26786991	26787187	+	26787053	NA	NA	NA	NA	NA								
chr1-471	chr1	26787367	26788559	+	26787053	NA	NA	NA	NA	NA								
chr1-470	chr1	26787367	26788559	+	26787053	NA	NA	NA	NA	NA								
chr1-469	chr1	26787367	26788559	+	26787053	NA	NA	NA	NA	NA								
chr2-174	chr2	26763683	26764881	+	26764288	NA	NA	NA	NA	NA								
chr2-173	chr2	26763683	26764881	+	26764283	NA	NA	NA	NA	NA								
chr1-464	chr1	26695222	26696468	+	26693235	NA	NA	NA	NA	NA								
chr1-466	chr1	26695222	26696468	+	26693235	NA	NA	NA	NA	NA								
chr1-467	chr1	26695222	26696468	+	26693235	NA	NA	NA	NA	NA								
chr1-465	chr1	26695222	26696468	+	26693235	NA	NA	NA	NA	NA								
chr1-463	chr1	26692976	26693356	+	26693235	NA	NA	NA	NA	NA								
chr2-171	chr2	26692503	26693164	+	26692721	NA	NA	NA	NA	NA								
chr2-172	chr2	26692503	26693164	+	26692721	NA	NA	NA	NA	NA								
chr1-462	chr1	26692486	26692766	+	26692585	NA	NA	NA	NA	NA								
chr1-461	chr1	26692210	26692429	+	26692131	NA	NA	NA	NA	NA								
chr7-175	chr7	26667480	26667918	+	26667067	NA	NA	NA	NA	NA								
chr12-261	chr12	26622748	26622915	+	26623368	NA	NA	NA	NA	NA								
chr1-457	chr1	26619993	26621840	+	26620706	NA	NA	NA	NA	NA								
chr1-459	chr1	26619993	26621840	+	26620706	NA	NA	NA	NA	NA								
chr1-458	chr1	26619993	26621840	+	26620706	NA	NA	NA	NA	NA								
chr1-460	chr1	26619993	26621840	+	26620706	NA	NA	NA	NA	NA								
chr14-167	chr14	26597553	26599276	+	26598368	NA	NA	NA	NA	NA								
chr14-168	chr14	26597553	26599276	+	26598368	NA	NA	NA	NA	NA								
chr14-170	chr14	26597553	26599276	+	26598368	NA	NA	NA	NA	NA								
chr14-169	chr14	26597553	26599276	+	26598368	NA	NA	NA	NA	NA								
